WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE
2025-07-26,Middle East,Yemen,Al Hudaydah,Protests,Peaceful protest,6,0,37364.0,Demonstrations,3678,14.7791,43.2181
2025-08-02,Middle East,Yemen,Al Hudaydah,Protests,Peaceful protest,7,0,19658.0,Demonstrations,3678,14.7791,43.2181
2025-08-09,Middle East,Yemen,Al Hudaydah,Protests,Peaceful protest,19,0,100250.0,Demonstrations,3678,14.7791,43.2181
2025-08-16,Middle East,Yemen,Al Hudaydah,Protests,Peaceful protest,3,0,9305.0,Demonstrations,3678,14.7791,43.2181
2025-08-23,Middle East,Yemen,Al Hudaydah,Protests,Peaceful protest,7,0,18377.0,Demonstrations,3678,14.7791,43.2181
2025-08-30,Middle East,Yemen,Al Hudaydah,Protests,Peaceful protest,8,0,41238.0,Demonstrations,3678,14.7791,43.2181
2025-09-06,Middle East,Yemen,Al Hudaydah,Protests,Peaceful protest,2,0,6594.0,Demonstrations,3678,14.7791,43.2181
2025-09-13,Middle East,Yemen,Al Hudaydah,Protests,Peaceful protest,6,0,57472.0,Demonstrations,3678,14.7791,43.2181
2025-09-20,Middle East,Yemen,Al Hudaydah,Protests,Peaceful protest,11,0,53202.0,Demonstrations,3678,14.7791,43.2181
2025-09-27,Middle East,Yemen,Al Hudaydah,Protests,Peaceful protest,5,0,15733.0,Demonstrations,3678,14.7791,43.2181
2025-10-04,Middle East,Yemen,Al Hudaydah,Protests,Peaceful protest,6,0,27555.0,Demonstrations,3678,14.7791,43.2181
2025-10-11,Middle East,Yemen,Al Hudaydah,Protests,Peaceful protest,3,0,9305.0,Demonstrations,3678,14.7791,43.2181
2025-10-18,Middle East,Yemen,Al Hudaydah,Protests,Peaceful protest,2,0,6594.0,Demonstrations,3678,14.7791,43.2181
2020-02-29,Middle East,Yemen,Al Hudaydah,Protests,Protest with intervention,1,0,20202.0,Demonstrations,3678,14.7791,43.2181
2023-09-23,Middle East,Yemen,Al Hudaydah,Protests,Protest with intervention,1,0,6594.0,Demonstrations,3678,14.7791,43.2181
2015-02-14,Middle East,Yemen,Al Hudaydah,Riots,Mob violence,1,0,,Political violence,3678,14.7791,43.2181
2015-10-17,Middle East,Yemen,Al Hudaydah,Riots,Mob violence,1,0,,Political violence,3678,14.7791,43.2181
2018-10-13,Middle East,Yemen,Al Hudaydah,Riots,Mob violence,1,1,,Political violence,3678,14.7791,43.2181
2015-01-24,Middle East,Yemen,Al Hudaydah,Riots,Violent demonstration,1,0,,Demonstrations,3678,14.7791,43.2181
2018-06-23,Middle East,Yemen,Al Hudaydah,Riots,Violent demonstration,1,1,,Demonstrations,3678,14.7791,43.2181
2025-08-02,Middle East,Yemen,Al Hudaydah,Riots,Violent demonstration,1,0,7730.0,Demonstrations,3678,14.7791,43.2181
2016-12-24,Middle East,Yemen,Al Hudaydah,Strategic developments,Agreement,1,0,,Strategic developments,3678,14.7791,43.2181
2018-10-13,Middle East,Yemen,Al Hudaydah,Strategic developments,Agreement,1,0,,Strategic developments,3678,14.7791,43.2181
2018-11-10,Middle East,Yemen,Al Hudaydah,Strategic developments,Agreement,1,0,,Strategic developments,3678,14.7791,43.2181
2019-06-01,Middle East,Yemen,Al Hudaydah,Strategic developments,Agreement,1,0,,Strategic developments,3678,14.7791,43.2181
2019-10-05,Middle East,Yemen,Al Hudaydah,Strategic developments,Agreement,1,0,,Strategic developments,3678,14.7791,43.2181
2019-11-09,Middle East,Yemen,Al Hudaydah,Strategic developments,Agreement,1,0,,Strategic developments,3678,14.7791,43.2181
2019-12-14,Middle East,Yemen,Al Hudaydah,Strategic developments,Agreement,1,0,,Strategic developments,3678,14.7791,43.2181
2020-01-04,Middle East,Yemen,Al Hudaydah,Strategic developments,Agreement,1,0,,Strategic developments,3678,14.7791,43.2181
2020-01-25,Middle East,Yemen,Al Hudaydah,Strategic developments,Agreement,1,0,,Strategic developments,3678,14.7791,43.2181
2020-02-15,Middle East,Yemen,Al Hudaydah,Strategic developments,Agreement,1,0,,Strategic developments,3678,14.7791,43.2181
2020-04-18,Middle East,Yemen,Al Hudaydah,Strategic developments,Agreement,1,0,,Strategic developments,3678,14.7791,43.2181
2015-03-21,Middle East,Yemen,Al Hudaydah,Strategic developments,Arrests,1,0,,Strategic developments,3678,14.7791,43.2181
2016-12-03,Middle East,Yemen,Al Hudaydah,Strategic developments,Arrests,1,0,,Strategic developments,3678,14.7791,43.2181
2017-02-18,Middle East,Yemen,Al Hudaydah,Strategic developments,Arrests,1,0,,Strategic developments,3678,14.7791,43.2181
2018-07-14,Middle East,Yemen,Al Hudaydah,Strategic developments,Arrests,1,0,,Strategic developments,3678,14.7791,43.2181
2018-11-24,Middle East,Yemen,Al Hudaydah,Strategic developments,Arrests,1,0,,Strategic developments,3678,14.7791,43.2181
2019-04-27,Middle East,Yemen,Al Hudaydah,Strategic developments,Arrests,1,0,,Strategic developments,3678,14.7791,43.2181
2019-05-18,Middle East,Yemen,Al Hudaydah,Strategic developments,Arrests,1,0,,Strategic developments,3678,14.7791,43.2181
2019-05-25,Middle East,Yemen,Al Hudaydah,Strategic developments,Arrests,1,0,,Strategic developments,3678,14.7791,43.2181
2019-11-02,Middle East,Yemen,Al Hudaydah,Strategic developments,Arrests,1,0,,Strategic developments,3678,14.7791,43.2181
2019-12-28,Middle East,Yemen,Al Hudaydah,Strategic developments,Arrests,1,0,,Strategic developments,3678,14.7791,43.2181
2020-04-25,Middle East,Yemen,Al Hudaydah,Strategic developments,Arrests,1,0,,Strategic developments,3678,14.7791,43.2181
2020-05-30,Middle East,Yemen,Al Hudaydah,Strategic developments,Arrests,1,0,,Strategic developments,3678,14.7791,43.2181
2021-11-13,Middle East,Yemen,Al Hudaydah,Strategic developments,Arrests,1,0,,Strategic developments,3678,14.7791,43.2181
2022-01-22,Middle East,Yemen,Al Hudaydah,Strategic developments,Arrests,1,0,,Strategic developments,3678,14.7791,43.2181
2022-09-10,Middle East,Yemen,Al Hudaydah,Strategic developments,Arrests,3,0,,Strategic developments,3678,14.7791,43.2181
2022-10-15,Middle East,Yemen,Al Hudaydah,Strategic developments,Arrests,1,0,,Strategic developments,3678,14.7791,43.2181
2023-04-08,Middle East,Yemen,Al Hudaydah,Strategic developments,Arrests,1,0,,Strategic developments,3678,14.7791,43.2181
2023-10-21,Middle East,Yemen,Al Hudaydah,Strategic developments,Arrests,1,0,,Strategic developments,3678,14.7791,43.2181
2023-12-16,Middle East,Yemen,Al Hudaydah,Strategic developments,Arrests,1,0,,Strategic developments,3678,14.7791,43.2181
2024-02-10,Middle East,Yemen,Al Hudaydah,Strategic developments,Arrests,1,0,,Strategic developments,3678,14.7791,43.2181
2024-05-04,Middle East,Yemen,Al Hudaydah,Strategic developments,Arrests,1,0,,Strategic developments,3678,14.7791,43.2181
2024-09-21,Middle East,Yemen,Al Hudaydah,Strategic developments,Arrests,1,0,,Strategic developments,3678,14.7791,43.2181
2025-04-12,Middle East,Yemen,Al Hudaydah,Strategic developments,Arrests,2,0,,Strategic developments,3678,14.7791,43.2181
2025-04-19,Middle East,Yemen,Al Hudaydah,Strategic developments,Arrests,1,0,,Strategic developments,3678,14.7791,43.2181
2025-05-17,Middle East,Yemen,Al Hudaydah,Strategic developments,Arrests,2,0,,Strategic developments,3678,14.7791,43.2181
2025-06-07,Middle East,Yemen,Al Hudaydah,Strategic developments,Arrests,1,0,,Strategic developments,3678,14.7791,43.2181
2025-08-02,Middle East,Yemen,Al Hudaydah,Strategic developments,Arrests,1,0,,Strategic developments,3678,14.7791,43.2181
2015-03-14,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2015-03-28,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2016-02-13,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2016-02-27,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2017-04-22,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2017-12-16,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2018-06-16,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2018-08-04,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2018-10-06,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,2,0,,Strategic developments,3678,14.7791,43.2181
2018-10-20,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2018-10-27,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2018-11-03,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2018-12-08,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2018-12-15,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2018-12-29,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,2,0,,Strategic developments,3678,14.7791,43.2181
2019-01-05,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2019-02-02,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,2,0,,Strategic developments,3678,14.7791,43.2181
2019-02-09,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,5,0,,Strategic developments,3678,14.7791,43.2181
2019-02-16,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,3,0,,Strategic developments,3678,14.7791,43.2181
2019-02-23,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,3,0,,Strategic developments,3678,14.7791,43.2181
2019-03-02,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,3,0,,Strategic developments,3678,14.7791,43.2181
2019-03-16,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,6,0,,Strategic developments,3678,14.7791,43.2181
2019-03-23,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,3,0,,Strategic developments,3678,14.7791,43.2181
2019-03-30,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,2,0,,Strategic developments,3678,14.7791,43.2181
2019-04-06,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2019-04-13,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2019-04-20,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,3,0,,Strategic developments,3678,14.7791,43.2181
2019-04-27,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,3,0,,Strategic developments,3678,14.7791,43.2181
2019-05-04,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2019-05-11,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,3,0,,Strategic developments,3678,14.7791,43.2181
2019-05-18,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,6,0,,Strategic developments,3678,14.7791,43.2181
2019-05-25,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,8,0,,Strategic developments,3678,14.7791,43.2181
2019-06-01,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2019-06-15,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2019-06-22,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2019-06-29,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,2,0,,Strategic developments,3678,14.7791,43.2181
2019-07-06,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2019-07-13,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,5,0,,Strategic developments,3678,14.7791,43.2181
2019-07-20,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,4,0,,Strategic developments,3678,14.7791,43.2181
2019-07-27,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,5,0,,Strategic developments,3678,14.7791,43.2181
2019-08-03,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,4,0,,Strategic developments,3678,14.7791,43.2181
2019-08-10,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,4,0,,Strategic developments,3678,14.7791,43.2181
2019-08-17,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,3,0,,Strategic developments,3678,14.7791,43.2181
2019-08-24,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,4,0,,Strategic developments,3678,14.7791,43.2181
2019-08-31,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2019-09-07,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2019-09-14,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,3,0,,Strategic developments,3678,14.7791,43.2181
2019-09-21,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,11,0,,Strategic developments,3678,14.7791,43.2181
2019-09-28,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,4,0,,Strategic developments,3678,14.7791,43.2181
2019-10-05,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,7,0,,Strategic developments,3678,14.7791,43.2181
2019-10-12,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,13,0,,Strategic developments,3678,14.7791,43.2181
2019-10-19,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,6,0,,Strategic developments,3678,14.7791,43.2181
2019-10-26,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,4,0,,Strategic developments,3678,14.7791,43.2181
2019-11-02,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,13,0,,Strategic developments,3678,14.7791,43.2181
2019-11-09,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,5,0,,Strategic developments,3678,14.7791,43.2181
2019-11-16,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,6,0,,Strategic developments,3678,14.7791,43.2181
2019-11-23,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,5,0,,Strategic developments,3678,14.7791,43.2181
2019-11-30,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,8,0,,Strategic developments,3678,14.7791,43.2181
2019-12-07,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,11,0,,Strategic developments,3678,14.7791,43.2181
2019-12-14,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,6,0,,Strategic developments,3678,14.7791,43.2181
2019-12-21,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,10,0,,Strategic developments,3678,14.7791,43.2181
2019-12-28,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,3,0,,Strategic developments,3678,14.7791,43.2181
2020-01-04,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,4,0,,Strategic developments,3678,14.7791,43.2181
2020-01-11,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,9,0,,Strategic developments,3678,14.7791,43.2181
2020-01-18,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,4,0,,Strategic developments,3678,14.7791,43.2181
2020-01-25,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,4,0,,Strategic developments,3678,14.7791,43.2181
2020-02-01,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,3,0,,Strategic developments,3678,14.7791,43.2181
2020-02-08,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,4,0,,Strategic developments,3678,14.7791,43.2181
2020-02-15,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,3,0,,Strategic developments,3678,14.7791,43.2181
2020-02-22,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,12,0,,Strategic developments,3678,14.7791,43.2181
2020-02-29,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,14,0,,Strategic developments,3678,14.7791,43.2181
2020-03-07,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,7,0,,Strategic developments,3678,14.7791,43.2181
2020-03-14,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,10,0,,Strategic developments,3678,14.7791,43.2181
2020-03-21,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,7,0,,Strategic developments,3678,14.7791,43.2181
2020-03-28,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,4,0,,Strategic developments,3678,14.7791,43.2181
2020-04-04,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,3,0,,Strategic developments,3678,14.7791,43.2181
2020-04-11,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,5,0,,Strategic developments,3678,14.7791,43.2181
2020-04-18,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,5,0,,Strategic developments,3678,14.7791,43.2181
2020-04-25,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,6,0,,Strategic developments,3678,14.7791,43.2181
2020-05-02,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,7,0,,Strategic developments,3678,14.7791,43.2181
2020-05-09,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2020-05-16,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,3,0,,Strategic developments,3678,14.7791,43.2181
2020-05-23,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,4,0,,Strategic developments,3678,14.7791,43.2181
2020-05-30,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,4,0,,Strategic developments,3678,14.7791,43.2181
2020-06-06,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,2,0,,Strategic developments,3678,14.7791,43.2181
2020-06-13,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2020-06-27,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,3,0,,Strategic developments,3678,14.7791,43.2181
2020-07-04,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,2,0,,Strategic developments,3678,14.7791,43.2181
2020-07-25,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2020-08-01,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,8,0,,Strategic developments,3678,14.7791,43.2181
2020-08-08,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2020-08-22,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2020-08-29,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,2,0,,Strategic developments,3678,14.7791,43.2181
2020-09-05,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2020-10-10,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,3,0,,Strategic developments,3678,14.7791,43.2181
2020-10-24,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2020-12-05,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2020-12-26,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2021-03-06,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2021-04-17,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2021-05-01,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2021-10-02,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2021-11-06,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,2,0,,Strategic developments,3678,14.7791,43.2181
2021-11-13,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2021-11-20,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2022-02-26,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2022-04-09,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2022-04-16,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,5,0,,Strategic developments,3678,14.7791,43.2181
2022-04-23,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2022-05-07,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,3,0,,Strategic developments,3678,14.7791,43.2181
2022-08-06,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,2,0,,Strategic developments,3678,14.7791,43.2181
2022-10-08,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2022-11-19,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2022-12-10,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,5,0,,Strategic developments,3678,14.7791,43.2181
2022-12-31,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2023-01-07,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,3,0,,Strategic developments,3678,14.7791,43.2181
2023-06-17,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2023-09-30,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,3,0,,Strategic developments,3678,14.7791,43.2181
2023-11-04,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2023-11-11,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2023-12-09,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2023-12-30,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,4,0,,Strategic developments,3678,14.7791,43.2181
2024-01-13,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,2,0,,Strategic developments,3678,14.7791,43.2181
2024-02-03,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2024-10-12,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2024-10-19,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2024-10-26,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,4,0,,Strategic developments,3678,14.7791,43.2181
2024-11-02,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,4,0,,Strategic developments,3678,14.7791,43.2181
2024-11-09,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,2,0,,Strategic developments,3678,14.7791,43.2181
2024-11-16,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,7,0,,Strategic developments,3678,14.7791,43.2181
2024-12-07,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,2,0,,Strategic developments,3678,14.7791,43.2181
2024-12-14,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2024-12-28,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2025-01-04,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2025-01-11,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,4,0,,Strategic developments,3678,14.7791,43.2181
2025-03-08,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2025-04-05,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2025-04-19,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,11,0,,Strategic developments,3678,14.7791,43.2181
2025-05-17,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2025-05-31,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2025-07-26,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,2,0,,Strategic developments,3678,14.7791,43.2181
2025-08-02,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,2,0,,Strategic developments,3678,14.7791,43.2181
2025-08-09,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,1,0,,Strategic developments,3678,14.7791,43.2181
2025-08-16,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,7,0,,Strategic developments,3678,14.7791,43.2181
2025-10-18,Middle East,Yemen,Al Hudaydah,Strategic developments,Change to group/activity,2,0,,Strategic developments,3678,14.7791,43.2181
2015-08-08,Middle East,Yemen,Al Hudaydah,Strategic developments,Disrupted weapons use,1,1,,Strategic developments,3678,14.7791,43.2181
2016-01-02,Middle East,Yemen,Al Hudaydah,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3678,14.7791,43.2181
2016-01-23,Middle East,Yemen,Al Hudaydah,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3678,14.7791,43.2181
2016-11-05,Middle East,Yemen,Al Hudaydah,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3678,14.7791,43.2181
2017-04-01,Middle East,Yemen,Al Hudaydah,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3678,14.7791,43.2181
2018-01-06,Middle East,Yemen,Al Hudaydah,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3678,14.7791,43.2181
2018-02-17,Middle East,Yemen,Al Hudaydah,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3678,14.7791,43.2181
2018-03-17,Middle East,Yemen,Al Hudaydah,Strategic developments,Disrupted weapons use,1,0,,Strategic developments,3678,14.7791,43.2181
