WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE
2015-01-17,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2015-01-24,Middle East,Yemen,Abyan,Battles,Armed clash,5,9,,Political violence,3674,13.6274,46.228
2015-01-31,Middle East,Yemen,Abyan,Battles,Armed clash,1,2,,Political violence,3674,13.6274,46.228
2015-02-14,Middle East,Yemen,Abyan,Battles,Armed clash,1,2,,Political violence,3674,13.6274,46.228
2015-03-07,Middle East,Yemen,Abyan,Battles,Armed clash,1,6,,Political violence,3674,13.6274,46.228
2015-03-28,Middle East,Yemen,Abyan,Battles,Armed clash,4,20,,Political violence,3674,13.6274,46.228
2015-04-04,Middle East,Yemen,Abyan,Battles,Armed clash,5,41,,Political violence,3674,13.6274,46.228
2015-04-11,Middle East,Yemen,Abyan,Battles,Armed clash,2,1,,Political violence,3674,13.6274,46.228
2015-04-18,Middle East,Yemen,Abyan,Battles,Armed clash,3,9,,Political violence,3674,13.6274,46.228
2015-04-25,Middle East,Yemen,Abyan,Battles,Armed clash,3,24,,Political violence,3674,13.6274,46.228
2015-05-02,Middle East,Yemen,Abyan,Battles,Armed clash,5,46,,Political violence,3674,13.6274,46.228
2015-05-16,Middle East,Yemen,Abyan,Battles,Armed clash,8,18,,Political violence,3674,13.6274,46.228
2015-05-23,Middle East,Yemen,Abyan,Battles,Armed clash,2,15,,Political violence,3674,13.6274,46.228
2015-05-30,Middle East,Yemen,Abyan,Battles,Armed clash,4,20,,Political violence,3674,13.6274,46.228
2015-06-13,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2015-06-20,Middle East,Yemen,Abyan,Battles,Armed clash,1,10,,Political violence,3674,13.6274,46.228
2015-06-27,Middle East,Yemen,Abyan,Battles,Armed clash,1,5,,Political violence,3674,13.6274,46.228
2015-07-04,Middle East,Yemen,Abyan,Battles,Armed clash,1,15,,Political violence,3674,13.6274,46.228
2015-07-11,Middle East,Yemen,Abyan,Battles,Armed clash,2,1,,Political violence,3674,13.6274,46.228
2015-07-18,Middle East,Yemen,Abyan,Battles,Armed clash,1,10,,Political violence,3674,13.6274,46.228
2015-07-25,Middle East,Yemen,Abyan,Battles,Armed clash,2,11,,Political violence,3674,13.6274,46.228
2015-08-01,Middle East,Yemen,Abyan,Battles,Armed clash,1,10,,Political violence,3674,13.6274,46.228
2015-08-08,Middle East,Yemen,Abyan,Battles,Armed clash,2,4,,Political violence,3674,13.6274,46.228
2015-08-22,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2015-08-29,Middle East,Yemen,Abyan,Battles,Armed clash,2,0,,Political violence,3674,13.6274,46.228
2015-10-10,Middle East,Yemen,Abyan,Battles,Armed clash,2,3,,Political violence,3674,13.6274,46.228
2015-12-05,Middle East,Yemen,Abyan,Battles,Armed clash,1,10,,Political violence,3674,13.6274,46.228
2015-12-26,Middle East,Yemen,Abyan,Battles,Armed clash,1,6,,Political violence,3674,13.6274,46.228
2016-01-02,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2016-01-30,Middle East,Yemen,Abyan,Battles,Armed clash,1,3,,Political violence,3674,13.6274,46.228
2016-02-06,Middle East,Yemen,Abyan,Battles,Armed clash,1,7,,Political violence,3674,13.6274,46.228
2016-03-19,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2016-03-26,Middle East,Yemen,Abyan,Battles,Armed clash,2,8,,Political violence,3674,13.6274,46.228
2016-04-02,Middle East,Yemen,Abyan,Battles,Armed clash,1,10,,Political violence,3674,13.6274,46.228
2016-04-09,Middle East,Yemen,Abyan,Battles,Armed clash,2,9,,Political violence,3674,13.6274,46.228
2016-04-23,Middle East,Yemen,Abyan,Battles,Armed clash,3,0,,Political violence,3674,13.6274,46.228
2016-05-07,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2016-05-14,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2016-05-21,Middle East,Yemen,Abyan,Battles,Armed clash,1,4,,Political violence,3674,13.6274,46.228
2016-05-28,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2016-06-11,Middle East,Yemen,Abyan,Battles,Armed clash,1,4,,Political violence,3674,13.6274,46.228
2016-06-18,Middle East,Yemen,Abyan,Battles,Armed clash,2,6,,Political violence,3674,13.6274,46.228
2016-07-02,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2016-07-16,Middle East,Yemen,Abyan,Battles,Armed clash,1,1,,Political violence,3674,13.6274,46.228
2016-08-06,Middle East,Yemen,Abyan,Battles,Armed clash,1,1,,Political violence,3674,13.6274,46.228
2016-08-13,Middle East,Yemen,Abyan,Battles,Armed clash,3,9,,Political violence,3674,13.6274,46.228
2016-09-10,Middle East,Yemen,Abyan,Battles,Armed clash,2,2,,Political violence,3674,13.6274,46.228
2016-09-17,Middle East,Yemen,Abyan,Battles,Armed clash,4,1,,Political violence,3674,13.6274,46.228
2016-09-24,Middle East,Yemen,Abyan,Battles,Armed clash,1,2,,Political violence,3674,13.6274,46.228
2016-10-08,Middle East,Yemen,Abyan,Battles,Armed clash,1,3,,Political violence,3674,13.6274,46.228
2016-10-15,Middle East,Yemen,Abyan,Battles,Armed clash,2,12,,Political violence,3674,13.6274,46.228
2016-11-05,Middle East,Yemen,Abyan,Battles,Armed clash,1,1,,Political violence,3674,13.6274,46.228
2016-11-12,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2016-12-24,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2016-12-31,Middle East,Yemen,Abyan,Battles,Armed clash,4,3,,Political violence,3674,13.6274,46.228
2017-01-07,Middle East,Yemen,Abyan,Battles,Armed clash,2,6,,Political violence,3674,13.6274,46.228
2017-01-14,Middle East,Yemen,Abyan,Battles,Armed clash,5,5,,Political violence,3674,13.6274,46.228
2017-01-21,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2017-01-28,Middle East,Yemen,Abyan,Battles,Armed clash,2,10,,Political violence,3674,13.6274,46.228
2017-02-04,Middle East,Yemen,Abyan,Battles,Armed clash,5,13,,Political violence,3674,13.6274,46.228
2017-02-18,Middle East,Yemen,Abyan,Battles,Armed clash,1,12,,Political violence,3674,13.6274,46.228
2017-02-25,Middle East,Yemen,Abyan,Battles,Armed clash,1,10,,Political violence,3674,13.6274,46.228
2017-03-04,Middle East,Yemen,Abyan,Battles,Armed clash,1,6,,Political violence,3674,13.6274,46.228
2017-04-08,Middle East,Yemen,Abyan,Battles,Armed clash,3,2,,Political violence,3674,13.6274,46.228
2017-04-22,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2017-04-29,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2017-06-03,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2017-07-01,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2017-07-29,Middle East,Yemen,Abyan,Battles,Armed clash,1,3,,Political violence,3674,13.6274,46.228
2017-08-05,Middle East,Yemen,Abyan,Battles,Armed clash,1,4,,Political violence,3674,13.6274,46.228
2017-08-12,Middle East,Yemen,Abyan,Battles,Armed clash,1,7,,Political violence,3674,13.6274,46.228
2017-08-19,Middle East,Yemen,Abyan,Battles,Armed clash,3,4,,Political violence,3674,13.6274,46.228
2017-09-16,Middle East,Yemen,Abyan,Battles,Armed clash,1,1,,Political violence,3674,13.6274,46.228
2017-09-30,Middle East,Yemen,Abyan,Battles,Armed clash,1,10,,Political violence,3674,13.6274,46.228
2017-10-21,Middle East,Yemen,Abyan,Battles,Armed clash,1,9,,Political violence,3674,13.6274,46.228
2017-11-11,Middle East,Yemen,Abyan,Battles,Armed clash,2,0,,Political violence,3674,13.6274,46.228
2017-12-09,Middle East,Yemen,Abyan,Battles,Armed clash,1,1,,Political violence,3674,13.6274,46.228
2017-12-16,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2017-12-23,Middle East,Yemen,Abyan,Battles,Armed clash,2,0,,Political violence,3674,13.6274,46.228
2018-03-03,Middle East,Yemen,Abyan,Battles,Armed clash,2,3,,Political violence,3674,13.6274,46.228
2018-03-10,Middle East,Yemen,Abyan,Battles,Armed clash,2,0,,Political violence,3674,13.6274,46.228
2018-03-17,Middle East,Yemen,Abyan,Battles,Armed clash,3,11,,Political violence,3674,13.6274,46.228
2018-03-24,Middle East,Yemen,Abyan,Battles,Armed clash,1,1,,Political violence,3674,13.6274,46.228
2018-03-31,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2018-04-14,Middle East,Yemen,Abyan,Battles,Armed clash,3,3,,Political violence,3674,13.6274,46.228
2018-05-05,Middle East,Yemen,Abyan,Battles,Armed clash,2,8,,Political violence,3674,13.6274,46.228
2018-05-12,Middle East,Yemen,Abyan,Battles,Armed clash,1,4,,Political violence,3674,13.6274,46.228
2018-06-09,Middle East,Yemen,Abyan,Battles,Armed clash,2,9,,Political violence,3674,13.6274,46.228
2018-07-07,Middle East,Yemen,Abyan,Battles,Armed clash,1,1,,Political violence,3674,13.6274,46.228
2018-07-14,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2018-07-21,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2018-07-28,Middle East,Yemen,Abyan,Battles,Armed clash,1,6,,Political violence,3674,13.6274,46.228
2018-08-11,Middle East,Yemen,Abyan,Battles,Armed clash,1,2,,Political violence,3674,13.6274,46.228
2018-08-25,Middle East,Yemen,Abyan,Battles,Armed clash,1,5,,Political violence,3674,13.6274,46.228
2018-09-01,Middle East,Yemen,Abyan,Battles,Armed clash,1,1,,Political violence,3674,13.6274,46.228
2018-09-08,Middle East,Yemen,Abyan,Battles,Armed clash,1,1,,Political violence,3674,13.6274,46.228
2018-09-15,Middle East,Yemen,Abyan,Battles,Armed clash,4,6,,Political violence,3674,13.6274,46.228
2018-09-29,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2018-10-13,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2018-11-03,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2018-11-17,Middle East,Yemen,Abyan,Battles,Armed clash,3,6,,Political violence,3674,13.6274,46.228
2018-12-08,Middle East,Yemen,Abyan,Battles,Armed clash,2,12,,Political violence,3674,13.6274,46.228
2018-12-15,Middle East,Yemen,Abyan,Battles,Armed clash,2,3,,Political violence,3674,13.6274,46.228
2018-12-29,Middle East,Yemen,Abyan,Battles,Armed clash,2,0,,Political violence,3674,13.6274,46.228
2019-01-05,Middle East,Yemen,Abyan,Battles,Armed clash,1,3,,Political violence,3674,13.6274,46.228
2019-01-12,Middle East,Yemen,Abyan,Battles,Armed clash,3,7,,Political violence,3674,13.6274,46.228
2019-02-09,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2019-02-16,Middle East,Yemen,Abyan,Battles,Armed clash,1,3,,Political violence,3674,13.6274,46.228
2019-03-02,Middle East,Yemen,Abyan,Battles,Armed clash,2,0,,Political violence,3674,13.6274,46.228
2019-03-16,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2019-03-30,Middle East,Yemen,Abyan,Battles,Armed clash,1,10,,Political violence,3674,13.6274,46.228
2019-04-13,Middle East,Yemen,Abyan,Battles,Armed clash,1,1,,Political violence,3674,13.6274,46.228
2019-04-20,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2019-06-01,Middle East,Yemen,Abyan,Battles,Armed clash,2,10,,Political violence,3674,13.6274,46.228
2019-06-22,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2019-07-27,Middle East,Yemen,Abyan,Battles,Armed clash,2,10,,Political violence,3674,13.6274,46.228
2019-08-03,Middle East,Yemen,Abyan,Battles,Armed clash,2,8,,Political violence,3674,13.6274,46.228
2019-08-10,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2019-08-17,Middle East,Yemen,Abyan,Battles,Armed clash,1,1,,Political violence,3674,13.6274,46.228
2019-08-24,Middle East,Yemen,Abyan,Battles,Armed clash,7,33,,Political violence,3674,13.6274,46.228
2019-08-31,Middle East,Yemen,Abyan,Battles,Armed clash,2,0,,Political violence,3674,13.6274,46.228
2019-09-07,Middle East,Yemen,Abyan,Battles,Armed clash,3,0,,Political violence,3674,13.6274,46.228
2019-09-14,Middle East,Yemen,Abyan,Battles,Armed clash,9,21,,Political violence,3674,13.6274,46.228
2019-09-21,Middle East,Yemen,Abyan,Battles,Armed clash,3,0,,Political violence,3674,13.6274,46.228
2019-09-28,Middle East,Yemen,Abyan,Battles,Armed clash,2,0,,Political violence,3674,13.6274,46.228
2019-10-05,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2019-10-12,Middle East,Yemen,Abyan,Battles,Armed clash,4,2,,Political violence,3674,13.6274,46.228
2019-10-19,Middle East,Yemen,Abyan,Battles,Armed clash,4,9,,Political violence,3674,13.6274,46.228
2019-11-02,Middle East,Yemen,Abyan,Battles,Armed clash,3,0,,Political violence,3674,13.6274,46.228
2019-11-09,Middle East,Yemen,Abyan,Battles,Armed clash,1,1,,Political violence,3674,13.6274,46.228
2019-11-16,Middle East,Yemen,Abyan,Battles,Armed clash,2,10,,Political violence,3674,13.6274,46.228
2019-11-23,Middle East,Yemen,Abyan,Battles,Armed clash,6,0,,Political violence,3674,13.6274,46.228
2019-11-30,Middle East,Yemen,Abyan,Battles,Armed clash,6,23,,Political violence,3674,13.6274,46.228
2019-12-07,Middle East,Yemen,Abyan,Battles,Armed clash,4,23,,Political violence,3674,13.6274,46.228
2019-12-14,Middle East,Yemen,Abyan,Battles,Armed clash,3,10,,Political violence,3674,13.6274,46.228
2019-12-21,Middle East,Yemen,Abyan,Battles,Armed clash,4,20,,Political violence,3674,13.6274,46.228
2019-12-28,Middle East,Yemen,Abyan,Battles,Armed clash,7,22,4642.0,Political violence,3674,13.6274,46.228
2020-01-04,Middle East,Yemen,Abyan,Battles,Armed clash,8,0,72133.0,Political violence,3674,13.6274,46.228
2020-01-11,Middle East,Yemen,Abyan,Battles,Armed clash,7,8,81498.0,Political violence,3674,13.6274,46.228
2020-01-18,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,33220.0,Political violence,3674,13.6274,46.228
2020-01-25,Middle East,Yemen,Abyan,Battles,Armed clash,3,11,2015.0,Political violence,3674,13.6274,46.228
2020-02-01,Middle East,Yemen,Abyan,Battles,Armed clash,4,20,,Political violence,3674,13.6274,46.228
2020-02-08,Middle East,Yemen,Abyan,Battles,Armed clash,4,12,3134.0,Political violence,3674,13.6274,46.228
2020-02-15,Middle East,Yemen,Abyan,Battles,Armed clash,2,0,14365.0,Political violence,3674,13.6274,46.228
2020-02-22,Middle East,Yemen,Abyan,Battles,Armed clash,3,11,16502.0,Political violence,3674,13.6274,46.228
2020-03-07,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2020-03-14,Middle East,Yemen,Abyan,Battles,Armed clash,3,1,33455.0,Political violence,3674,13.6274,46.228
2020-03-21,Middle East,Yemen,Abyan,Battles,Armed clash,4,11,18395.0,Political violence,3674,13.6274,46.228
2020-03-28,Middle East,Yemen,Abyan,Battles,Armed clash,4,1,46475.0,Political violence,3674,13.6274,46.228
2020-04-04,Middle East,Yemen,Abyan,Battles,Armed clash,3,1,10439.0,Political violence,3674,13.6274,46.228
2020-04-11,Middle East,Yemen,Abyan,Battles,Armed clash,3,1,3134.0,Political violence,3674,13.6274,46.228
2020-04-18,Middle East,Yemen,Abyan,Battles,Armed clash,4,6,50108.0,Political violence,3674,13.6274,46.228
2020-04-25,Middle East,Yemen,Abyan,Battles,Armed clash,2,1,33220.0,Political violence,3674,13.6274,46.228
2020-05-02,Middle East,Yemen,Abyan,Battles,Armed clash,3,3,46732.0,Political violence,3674,13.6274,46.228
2020-05-09,Middle East,Yemen,Abyan,Battles,Armed clash,17,22,45368.0,Political violence,3674,13.6274,46.228
2020-05-16,Middle East,Yemen,Abyan,Battles,Armed clash,19,15,12072.0,Political violence,3674,13.6274,46.228
2020-05-23,Middle East,Yemen,Abyan,Battles,Armed clash,16,49,31549.0,Political violence,3674,13.6274,46.228
2020-05-30,Middle East,Yemen,Abyan,Battles,Armed clash,4,12,21575.0,Political violence,3674,13.6274,46.228
2020-06-06,Middle East,Yemen,Abyan,Battles,Armed clash,23,161,71624.0,Political violence,3674,13.6274,46.228
2020-06-13,Middle East,Yemen,Abyan,Battles,Armed clash,16,61,23911.0,Political violence,3674,13.6274,46.228
2020-06-20,Middle East,Yemen,Abyan,Battles,Armed clash,22,117,43057.0,Political violence,3674,13.6274,46.228
2020-06-27,Middle East,Yemen,Abyan,Battles,Armed clash,10,3,19786.0,Political violence,3674,13.6274,46.228
2020-07-04,Middle East,Yemen,Abyan,Battles,Armed clash,6,0,54629.0,Political violence,3674,13.6274,46.228
2020-07-11,Middle East,Yemen,Abyan,Battles,Armed clash,11,20,17253.0,Political violence,3674,13.6274,46.228
2020-07-18,Middle East,Yemen,Abyan,Battles,Armed clash,14,3,21868.0,Political violence,3674,13.6274,46.228
2020-07-25,Middle East,Yemen,Abyan,Battles,Armed clash,8,0,1162.0,Political violence,3674,13.6274,46.228
2020-08-01,Middle East,Yemen,Abyan,Battles,Armed clash,12,21,24755.0,Political violence,3674,13.6274,46.228
2020-08-08,Middle East,Yemen,Abyan,Battles,Armed clash,11,12,34226.0,Political violence,3674,13.6274,46.228
2020-08-15,Middle East,Yemen,Abyan,Battles,Armed clash,12,3,16394.0,Political violence,3674,13.6274,46.228
2020-08-22,Middle East,Yemen,Abyan,Battles,Armed clash,11,10,24217.0,Political violence,3674,13.6274,46.228
2020-08-29,Middle East,Yemen,Abyan,Battles,Armed clash,9,2,3276.0,Political violence,3674,13.6274,46.228
2020-09-05,Middle East,Yemen,Abyan,Battles,Armed clash,9,0,49555.0,Political violence,3674,13.6274,46.228
2020-09-12,Middle East,Yemen,Abyan,Battles,Armed clash,4,0,14491.0,Political violence,3674,13.6274,46.228
2020-09-19,Middle East,Yemen,Abyan,Battles,Armed clash,7,12,38512.0,Political violence,3674,13.6274,46.228
2020-09-26,Middle East,Yemen,Abyan,Battles,Armed clash,3,0,126.0,Political violence,3674,13.6274,46.228
2020-10-03,Middle East,Yemen,Abyan,Battles,Armed clash,7,1,2858.0,Political violence,3674,13.6274,46.228
2020-10-10,Middle East,Yemen,Abyan,Battles,Armed clash,7,31,16513.0,Political violence,3674,13.6274,46.228
2020-10-17,Middle East,Yemen,Abyan,Battles,Armed clash,2,0,20679.0,Political violence,3674,13.6274,46.228
2020-10-24,Middle East,Yemen,Abyan,Battles,Armed clash,3,0,33346.0,Political violence,3674,13.6274,46.228
2020-10-31,Middle East,Yemen,Abyan,Battles,Armed clash,7,7,49497.0,Political violence,3674,13.6274,46.228
2020-11-07,Middle East,Yemen,Abyan,Battles,Armed clash,9,54,14491.0,Political violence,3674,13.6274,46.228
2020-11-14,Middle East,Yemen,Abyan,Battles,Armed clash,13,85,25729.0,Political violence,3674,13.6274,46.228
2020-11-21,Middle East,Yemen,Abyan,Battles,Armed clash,3,10,20804.0,Political violence,3674,13.6274,46.228
2020-11-28,Middle East,Yemen,Abyan,Battles,Armed clash,12,61,5453.0,Political violence,3674,13.6274,46.228
2020-12-05,Middle East,Yemen,Abyan,Battles,Armed clash,13,39,34382.0,Political violence,3674,13.6274,46.228
2020-12-12,Middle East,Yemen,Abyan,Battles,Armed clash,2,0,126.0,Political violence,3674,13.6274,46.228
2020-12-19,Middle East,Yemen,Abyan,Battles,Armed clash,4,0,16164.0,Political violence,3674,13.6274,46.228
2020-12-26,Middle East,Yemen,Abyan,Battles,Armed clash,1,1,14682.0,Political violence,3674,13.6274,46.228
2021-01-02,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2021-01-16,Middle East,Yemen,Abyan,Battles,Armed clash,3,1,3598.0,Political violence,3674,13.6274,46.228
2021-01-23,Middle East,Yemen,Abyan,Battles,Armed clash,2,1,36799.0,Political violence,3674,13.6274,46.228
2021-01-30,Middle East,Yemen,Abyan,Battles,Armed clash,1,1,11315.0,Political violence,3674,13.6274,46.228
2021-02-06,Middle East,Yemen,Abyan,Battles,Armed clash,2,0,17395.0,Political violence,3674,13.6274,46.228
2021-02-13,Middle East,Yemen,Abyan,Battles,Armed clash,2,1,18154.0,Political violence,3674,13.6274,46.228
2021-02-20,Middle East,Yemen,Abyan,Battles,Armed clash,1,1,36799.0,Political violence,3674,13.6274,46.228
2021-03-06,Middle East,Yemen,Abyan,Battles,Armed clash,2,2,6919.0,Political violence,3674,13.6274,46.228
2021-03-13,Middle East,Yemen,Abyan,Battles,Armed clash,4,13,19565.0,Political violence,3674,13.6274,46.228
2021-03-20,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,14682.0,Political violence,3674,13.6274,46.228
2021-03-27,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2021-04-03,Middle East,Yemen,Abyan,Battles,Armed clash,6,13,20711.0,Political violence,3674,13.6274,46.228
2021-04-10,Middle East,Yemen,Abyan,Battles,Armed clash,7,28,15523.0,Political violence,3674,13.6274,46.228
2021-04-17,Middle East,Yemen,Abyan,Battles,Armed clash,3,1,37589.0,Political violence,3674,13.6274,46.228
2021-04-24,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2021-05-08,Middle East,Yemen,Abyan,Battles,Armed clash,2,0,,Political violence,3674,13.6274,46.228
2021-05-15,Middle East,Yemen,Abyan,Battles,Armed clash,2,1,19364.0,Political violence,3674,13.6274,46.228
2021-06-05,Middle East,Yemen,Abyan,Battles,Armed clash,2,0,37047.0,Political violence,3674,13.6274,46.228
2021-06-19,Middle East,Yemen,Abyan,Battles,Armed clash,2,0,14682.0,Political violence,3674,13.6274,46.228
2021-06-26,Middle East,Yemen,Abyan,Battles,Armed clash,3,2,45624.0,Political violence,3674,13.6274,46.228
2021-07-03,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2021-07-17,Middle East,Yemen,Abyan,Battles,Armed clash,3,0,22907.0,Political violence,3674,13.6274,46.228
2021-07-24,Middle East,Yemen,Abyan,Battles,Armed clash,2,10,8456.0,Political violence,3674,13.6274,46.228
2021-07-31,Middle East,Yemen,Abyan,Battles,Armed clash,4,1,44067.0,Political violence,3674,13.6274,46.228
2021-08-14,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,14682.0,Political violence,3674,13.6274,46.228
2021-08-21,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,706.0,Political violence,3674,13.6274,46.228
2021-08-28,Middle East,Yemen,Abyan,Battles,Armed clash,3,3,22812.0,Political violence,3674,13.6274,46.228
2021-09-04,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,22907.0,Political violence,3674,13.6274,46.228
2021-09-11,Middle East,Yemen,Abyan,Battles,Armed clash,3,2,59706.0,Political violence,3674,13.6274,46.228
2021-09-18,Middle East,Yemen,Abyan,Battles,Armed clash,1,1,4575.0,Political violence,3674,13.6274,46.228
2021-09-25,Middle East,Yemen,Abyan,Battles,Armed clash,3,0,36799.0,Political violence,3674,13.6274,46.228
2021-10-09,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2021-10-16,Middle East,Yemen,Abyan,Battles,Armed clash,1,1,628.0,Political violence,3674,13.6274,46.228
2021-10-23,Middle East,Yemen,Abyan,Battles,Armed clash,3,0,40271.0,Political violence,3674,13.6274,46.228
2021-11-13,Middle East,Yemen,Abyan,Battles,Armed clash,3,0,38105.0,Political violence,3674,13.6274,46.228
2021-11-20,Middle East,Yemen,Abyan,Battles,Armed clash,1,2,14682.0,Political violence,3674,13.6274,46.228
2021-12-04,Middle East,Yemen,Abyan,Battles,Armed clash,1,2,15912.0,Political violence,3674,13.6274,46.228
2021-12-11,Middle East,Yemen,Abyan,Battles,Armed clash,2,6,30594.0,Political violence,3674,13.6274,46.228
2021-12-18,Middle East,Yemen,Abyan,Battles,Armed clash,1,1,15912.0,Political violence,3674,13.6274,46.228
2022-01-01,Middle East,Yemen,Abyan,Battles,Armed clash,4,12,774.0,Political violence,3674,13.6274,46.228
2022-01-08,Middle East,Yemen,Abyan,Battles,Armed clash,2,1,15000.0,Political violence,3674,13.6274,46.228
2022-01-15,Middle East,Yemen,Abyan,Battles,Armed clash,3,0,273.0,Political violence,3674,13.6274,46.228
2022-02-05,Middle East,Yemen,Abyan,Battles,Armed clash,2,1,11833.0,Political violence,3674,13.6274,46.228
2022-02-19,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2022-02-26,Middle East,Yemen,Abyan,Battles,Armed clash,2,0,15000.0,Political violence,3674,13.6274,46.228
2022-03-05,Middle East,Yemen,Abyan,Battles,Armed clash,1,10,,Political violence,3674,13.6274,46.228
2022-03-12,Middle East,Yemen,Abyan,Battles,Armed clash,1,1,21618.0,Political violence,3674,13.6274,46.228
2022-03-19,Middle East,Yemen,Abyan,Battles,Armed clash,2,10,,Political violence,3674,13.6274,46.228
2022-04-09,Middle East,Yemen,Abyan,Battles,Armed clash,1,2,3064.0,Political violence,3674,13.6274,46.228
2022-04-23,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,15000.0,Political violence,3674,13.6274,46.228
2022-05-07,Middle East,Yemen,Abyan,Battles,Armed clash,3,0,41144.0,Political violence,3674,13.6274,46.228
2022-06-11,Middle East,Yemen,Abyan,Battles,Armed clash,2,3,,Political violence,3674,13.6274,46.228
2022-06-18,Middle East,Yemen,Abyan,Battles,Armed clash,3,8,33140.0,Political violence,3674,13.6274,46.228
2022-06-25,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674,13.6274,46.228
2022-07-16,Middle East,Yemen,Abyan,Battles,Armed clash,2,1,31257.0,Political violence,3674,13.6274,46.228
2022-07-23,Middle East,Yemen,Abyan,Battles,Armed clash,2,1,1547.0,Political violence,3674,13.6274,46.228
2022-07-30,Middle East,Yemen,Abyan,Battles,Armed clash,2,1,17984.0,Political violence,3674,13.6274,46.228
2022-08-20,Middle East,Yemen,Abyan,Battles,Armed clash,2,0,721.0,Political violence,3674,13.6274,46.228
2022-08-27,Middle East,Yemen,Abyan,Battles,Armed clash,1,3,273.0,Political violence,3674,13.6274,46.228
2022-09-03,Middle East,Yemen,Abyan,Battles,Armed clash,1,28,724.0,Political violence,3674,13.6274,46.228
2022-09-10,Middle East,Yemen,Abyan,Battles,Armed clash,5,10,9280.0,Political violence,3674,13.6274,46.228
