Year,"Country of Asylum","Country of Origin","Country of Asylum ISO","Country of Origin ISO",Refugees,Asylum-seekers,IDPs,"Other people in need of international protection","Stateless persons","Host community","Others of concern"
2016,Tunisia,Yemen,TUN,YEM,0,9,0,0,0,0,0
2016,Türkiye,Yemen,TUR,YEM,156,206,0,0,0,0,0
2016,Uganda,Yemen,UGA,YEM,27,5,0,0,0,0,0
2016,Ukraine,Yemen,UKR,YEM,5,5,0,0,0,0,0
2016,"United States of America",Yemen,USA,YEM,509,842,0,0,0,0,0
2016,Yemen,Yemen,YEM,YEM,0,0,2025060,0,0,0,0
2017,Algeria,Yemen,DZA,YEM,5,155,0,0,0,0,0
2017,Egypt,Yemen,EGY,YEM,85,4500,0,0,0,0,0
2017,Argentina,Yemen,ARG,YEM,15,0,0,0,0,0,0
2017,Armenia,Yemen,ARM,YEM,5,6,0,0,0,0,0
2017,Australia,Yemen,AUS,YEM,27,14,0,0,0,0,0
2017,Austria,Yemen,AUT,YEM,163,120,0,0,0,0,0
2017,Azerbaijan,Yemen,AZE,YEM,8,0,0,0,0,0,0
2017,Bahrain,Yemen,BHR,YEM,9,5,0,0,0,0,0
2017,Belgium,Yemen,BEL,YEM,24,5,0,0,0,0,0
2017,Benin,Yemen,BEN,YEM,0,8,0,0,0,0,0
2017,Belarus,Yemen,BLR,YEM,42,0,0,0,0,0,0
2017,Brazil,Yemen,BRA,YEM,0,35,0,0,0,0,0
2017,Bulgaria,Yemen,BGR,YEM,11,0,0,0,0,0,0
2017,Canada,Yemen,CAN,YEM,648,694,0,0,0,0,0
2017,Chad,Yemen,TCD,YEM,0,9,0,0,0,0,0
2017,China,Yemen,CHN,YEM,7,15,0,0,0,0,0
2017,Chile,Yemen,CHL,YEM,0,5,0,0,0,0,0
2017,Colombia,Yemen,COL,YEM,0,7,0,0,0,0,0
2017,Cuba,Yemen,CUB,YEM,17,0,0,0,0,0,0
2017,Cyprus,Yemen,CYP,YEM,10,13,0,0,0,0,0
2017,Denmark,Yemen,DNK,YEM,5,5,0,0,0,0,0
2017,Djibouti,Yemen,DJI,YEM,3468,0,0,0,0,0,0
2017,Ecuador,Yemen,ECU,YEM,0,104,0,0,0,0,0
2017,Ethiopia,Yemen,ETH,YEM,1578,191,0,0,0,0,0
2017,Finland,Yemen,FIN,YEM,139,49,0,0,0,0,0
2017,France,Yemen,FRA,YEM,218,11,0,0,0,0,0
2017,"United Kingdom of Great Britain and Northern Ireland",Yemen,GBR,YEM,453,124,0,0,0,0,0
2017,Georgia,Yemen,GEO,YEM,5,50,0,0,0,0,0
2017,Germany,Yemen,DEU,YEM,1171,682,0,0,0,0,0
2017,Ghana,Yemen,GHA,YEM,0,5,0,0,0,0,0
2017,Greece,Yemen,GRC,YEM,158,108,0,0,0,0,0
2017,"China, Hong Kong SAR",Yemen,HKG,YEM,5,0,0,0,0,0,0
2017,Croatia,Yemen,HRV,YEM,5,0,0,0,0,0,0
2017,Hungary,Yemen,HUN,YEM,17,0,0,0,0,0,0
2017,Iceland,Yemen,ISL,YEM,0,5,0,0,0,0,0
2017,India,Yemen,IND,YEM,5,934,0,0,0,0,0
2017,Indonesia,Yemen,IDN,YEM,76,125,0,0,0,0,0
2017,Ireland,Yemen,IRL,YEM,5,9,0,0,0,0,0
2017,Iraq,Yemen,IRQ,YEM,0,84,0,0,0,0,0
2017,Italy,Yemen,ITA,YEM,113,42,0,0,0,0,0
2017,Jordan,Yemen,JOR,YEM,494,8951,0,0,0,0,0
2017,Kenya,Yemen,KEN,YEM,68,157,0,0,0,0,0
2017,"Rep. of Korea",Yemen,KOR,YEM,50,201,0,0,0,0,0
2017,Kuwait,Yemen,KWT,YEM,5,9,0,0,0,0,0
2017,Libya,Yemen,LBY,YEM,0,26,0,0,0,0,0
2017,Lebanon,Yemen,LBN,YEM,15,103,0,0,0,0,5
2017,"Sri Lanka",Yemen,LKA,YEM,12,9,0,0,0,0,0
2017,Luxembourg,Yemen,LUX,YEM,0,5,0,0,0,0,0
2017,Madagascar,Yemen,MDG,YEM,22,23,0,0,0,0,0
2017,Mauritania,Yemen,MRT,YEM,5,0,0,0,0,0,0
2017,"Rep. of Moldova",Yemen,MDA,YEM,5,0,0,0,0,0,0
2017,Mexico,Yemen,MEX,YEM,5,5,0,0,0,0,0
2017,Malaysia,Yemen,MYS,YEM,76,2287,0,0,0,0,0
2017,Montenegro,Yemen,MNE,YEM,10,0,0,0,0,0,0
2017,Morocco,Yemen,MAR,YEM,517,0,0,0,0,0,0
2017,"Netherlands (Kingdom of the)",Yemen,NLD,YEM,250,42,0,0,0,0,0
2017,Norway,Yemen,NOR,YEM,231,14,0,0,0,0,0
2017,"New Zealand",Yemen,NZL,YEM,5,0,0,0,0,0,0
2017,Pakistan,Yemen,PAK,YEM,113,8,0,0,0,0,0
2017,Philippines,Yemen,PHL,YEM,0,10,0,0,0,0,0
2017,Poland,Yemen,POL,YEM,5,0,0,0,0,0,0
2017,Romania,Yemen,ROU,YEM,27,0,0,0,0,0,0
2017,"Russian Federation",Yemen,RUS,YEM,54,24,0,0,0,0,0
2017,"Saudi Arabia",Yemen,SAU,YEM,9,5,0,0,0,0,0
2017,Somalia,Yemen,SOM,YEM,10705,71,0,0,0,0,5
2017,Spain,Yemen,ESP,YEM,21,210,0,0,0,0,0
2017,Sudan,Yemen,SDN,YEM,0,2561,0,0,0,0,0
2017,Slovenia,Yemen,SVN,YEM,5,0,0,0,0,0,0
2017,Sweden,Yemen,SWE,YEM,1099,186,0,0,0,0,0
2017,Switzerland,Yemen,CHE,YEM,339,47,0,0,0,0,0
2017,"Syrian Arab Rep.",Yemen,SYR,YEM,123,169,0,0,0,0,0
2017,Thailand,Yemen,THA,YEM,40,0,0,0,0,0,0
2017,Tunisia,Yemen,TUN,YEM,0,21,0,0,0,0,0
2017,Türkiye,Yemen,TUR,YEM,161,423,0,0,0,0,0
2017,"United Arab Emirates",Yemen,ARE,YEM,0,24,0,0,0,0,0
2017,Uganda,Yemen,UGA,YEM,33,5,0,0,0,0,0
2017,Ukraine,Yemen,UKR,YEM,5,6,0,0,0,0,0
2017,"United States of America",Yemen,USA,YEM,549,908,0,0,0,0,0
2017,Yemen,Yemen,YEM,YEM,0,0,2014062,0,0,0,0
2018,Algeria,Yemen,DZA,YEM,10,239,0,0,0,0,0
2018,Egypt,Yemen,EGY,YEM,100,8222,0,0,0,0,0
2018,Argentina,Yemen,ARG,YEM,15,7,0,0,0,0,0
2018,Armenia,Yemen,ARM,YEM,20,0,0,0,0,0,0
2018,Australia,Yemen,AUS,YEM,27,53,0,0,0,0,0
2018,Austria,Yemen,AUT,YEM,258,74,0,0,0,0,0
2018,Azerbaijan,Yemen,AZE,YEM,9,5,0,0,0,0,0
2018,Bahrain,Yemen,BHR,YEM,9,5,0,0,0,0,0
2018,Belgium,Yemen,BEL,YEM,24,95,0,0,0,0,0
2018,Benin,Yemen,BEN,YEM,8,5,0,0,0,0,0
2018,Belarus,Yemen,BLR,YEM,23,0,0,0,0,0,0
2018,Brazil,Yemen,BRA,YEM,0,86,0,0,0,0,0
2018,"Bosnia and Herzegovina",Yemen,BIH,YEM,0,14,0,0,0,0,0
2018,Bulgaria,Yemen,BGR,YEM,12,0,0,0,0,0,0
2018,Canada,Yemen,CAN,YEM,1089,689,0,0,0,0,0
2018,Chad,Yemen,TCD,YEM,5,5,0,0,0,0,0
2018,China,Yemen,CHN,YEM,13,11,0,0,0,0,0
2018,Chile,Yemen,CHL,YEM,0,5,0,0,0,0,0
2018,Colombia,Yemen,COL,YEM,0,7,0,0,0,0,0
2018,Cuba,Yemen,CUB,YEM,17,0,0,0,0,0,0
2018,Cyprus,Yemen,CYP,YEM,20,9,0,0,0,0,0
2018,Czechia,Yemen,CZE,YEM,15,5,0,0,0,0,0
2018,Denmark,Yemen,DNK,YEM,5,5,0,0,0,0,0
2018,Djibouti,Yemen,DJI,YEM,4694,0,0,0,0,0,0
2018,Ecuador,Yemen,ECU,YEM,50,101,0,0,0,0,0
2018,Estonia,Yemen,EST,YEM,5,0,0,0,0,0,0
2018,Ethiopia,Yemen,ETH,YEM,1698,193,0,0,0,0,0
2018,Finland,Yemen,FIN,YEM,182,46,0,0,0,0,0
2018,France,Yemen,FRA,YEM,338,196,0,0,0,0,0
2018,"United Kingdom of Great Britain and Northern Ireland",Yemen,GBR,YEM,624,168,0,0,0,0,0
2018,Georgia,Yemen,GEO,YEM,20,35,0,0,0,0,0
2018,Germany,Yemen,DEU,YEM,1809,873,0,0,0,0,0
2018,Ghana,Yemen,GHA,YEM,0,5,0,0,0,0,0
2018,Greece,Yemen,GRC,YEM,369,178,0,0,0,0,0
2018,Haiti,Yemen,HTI,YEM,5,0,0,0,0,0,0
2018,"China, Hong Kong SAR",Yemen,HKG,YEM,12,0,0,0,0,0,0
2018,Croatia,Yemen,HRV,YEM,7,0,0,0,0,0,0
2018,Hungary,Yemen,HUN,YEM,18,0,0,0,0,0,0
2018,India,Yemen,IND,YEM,0,1134,0,0,0,0,0
2018,Indonesia,Yemen,IDN,YEM,105,249,0,0,0,0,0
2018,Ireland,Yemen,IRL,YEM,8,6,0,0,0,0,0
2018,Iraq,Yemen,IRQ,YEM,0,114,0,0,0,0,0
2018,Italy,Yemen,ITA,YEM,141,54,0,0,0,0,0
2018,Jordan,Yemen,JOR,YEM,642,13835,0,0,0,0,0
2018,Kenya,Yemen,KEN,YEM,66,213,0,0,0,0,0
2018,"Rep. of Korea",Yemen,KOR,YEM,483,308,0,0,0,0,0
2018,Kuwait,Yemen,KWT,YEM,5,9,0,0,0,0,0
2018,Libya,Yemen,LBY,YEM,0,43,0,0,0,0,0
2018,Lebanon,Yemen,LBN,YEM,18,136,0,0,0,0,0
2018,"Sri Lanka",Yemen,LKA,YEM,12,5,0,0,0,0,0
2018,Luxembourg,Yemen,LUX,YEM,0,10,0,0,0,0,0
2018,Madagascar,Yemen,MDG,YEM,22,21,0,0,0,0,0
2018,Mauritania,Yemen,MRT,YEM,0,12,0,0,0,0,0
2018,"Rep. of Moldova",Yemen,MDA,YEM,5,0,0,0,0,0,0
2018,Mexico,Yemen,MEX,YEM,12,21,0,0,0,0,0
2018,Malaysia,Yemen,MYS,YEM,163,2769,0,0,0,0,0
2018,Montenegro,Yemen,MNE,YEM,11,0,0,0,0,0,0
2018,Morocco,Yemen,MAR,YEM,752,0,0,0,0,0,0
2018,Malta,Yemen,MLT,YEM,0,5,0,0,0,0,0
2018,"Netherlands (Kingdom of the)",Yemen,NLD,YEM,376,399,0,0,0,0,0
2018,Norway,Yemen,NOR,YEM,235,7,0,0,0,0,0
2018,"New Zealand",Yemen,NZL,YEM,8,0,0,0,0,0,0
2018,Pakistan,Yemen,PAK,YEM,128,31,0,0,0,0,0
2018,Peru,Yemen,PER,YEM,0,38,0,0,0,0,0
2018,Philippines,Yemen,PHL,YEM,10,12,0,0,0,0,0
2018,Poland,Yemen,POL,YEM,9,8,0,0,0,0,0
2018,Portugal,Yemen,PRT,YEM,7,0,0,0,0,0,0
2018,Romania,Yemen,ROU,YEM,33,9,0,0,0,0,0
2018,"South Africa",Yemen,ZAF,YEM,0,6,0,0,0,0,0
2018,"Russian Federation",Yemen,RUS,YEM,92,9,0,0,0,0,0
2018,"Saudi Arabia",Yemen,SAU,YEM,27,42,0,0,0,0,0
2018,Somalia,Yemen,SOM,YEM,12450,54,0,0,0,0,0
2018,Spain,Yemen,ESP,YEM,103,500,0,0,0,0,0
2018,Sudan,Yemen,SDN,YEM,1013,2619,0,0,0,0,0
2018,Slovakia,Yemen,SVK,YEM,19,0,0,0,0,0,0
2018,Slovenia,Yemen,SVN,YEM,5,0,0,0,0,0,0
2018,Sweden,Yemen,SWE,YEM,1343,228,0,0,0,0,0
2018,Switzerland,Yemen,CHE,YEM,336,20,0,0,0,0,0
2018,"Syrian Arab Rep.",Yemen,SYR,YEM,159,135,0,0,0,0,0
2018,Thailand,Yemen,THA,YEM,32,0,0,0,0,0,0
2018,Tunisia,Yemen,TUN,YEM,0,32,0,0,0,0,0
2018,Türkiye,Yemen,TUR,YEM,169,608,0,0,0,0,0
2018,"United Arab Emirates",Yemen,ARE,YEM,5,33,0,0,0,0,0
2018,Uganda,Yemen,UGA,YEM,20,0,0,0,0,0,0
2018,Ukraine,Yemen,UKR,YEM,5,6,0,0,0,0,0
2018,"United States of America",Yemen,USA,YEM,606,800,0,0,0,0,0
2018,Yemen,Yemen,YEM,YEM,0,0,2144719,0,0,0,0
2019,Algeria,Yemen,DZA,YEM,257,0,0,0,0,0,0
2019,Egypt,Yemen,EGY,YEM,126,9032,0,0,0,0,0
2019,Argentina,Yemen,ARG,YEM,19,5,0,0,0,0,0
2019,Armenia,Yemen,ARM,YEM,22,0,0,0,0,0,0
2019,Australia,Yemen,AUS,YEM,59,129,0,0,0,0,0
2019,Austria,Yemen,AUT,YEM,311,70,0,0,0,0,0
2019,Azerbaijan,Yemen,AZE,YEM,11,0,0,0,0,0,0
2019,Bahrain,Yemen,BHR,YEM,9,5,0,0,0,0,0
2019,Belgium,Yemen,BEL,YEM,51,56,0,0,0,0,0
2019,Benin,Yemen,BEN,YEM,11,0,0,0,0,0,0
2019,Bangladesh,Yemen,BGD,YEM,5,0,0,0,0,0,0
2019,Belarus,Yemen,BLR,YEM,24,5,0,0,0,0,0
2019,Brazil,Yemen,BRA,YEM,0,124,0,0,0,0,0
2019,"Bosnia and Herzegovina",Yemen,BIH,YEM,0,10,0,0,0,0,8
2019,Bulgaria,Yemen,BGR,YEM,13,5,0,0,0,0,0
2019,Canada,Yemen,CAN,YEM,1711,371,0,0,0,0,0
2019,Chad,Yemen,TCD,YEM,5,5,0,0,0,0,0
2019,China,Yemen,CHN,YEM,16,16,0,0,0,0,0
2019,Cameroon,Yemen,CMR,YEM,0,5,0,0,0,0,0
2019,Colombia,Yemen,COL,YEM,0,7,0,0,0,0,0
2019,Cuba,Yemen,CUB,YEM,14,0,0,0,0,0,0
2019,Cyprus,Yemen,CYP,YEM,25,10,0,0,0,0,0
2019,Czechia,Yemen,CZE,YEM,20,0,0,0,0,0,0
2019,Denmark,Yemen,DNK,YEM,5,0,0,0,0,0,0
2019,Djibouti,Yemen,DJI,YEM,5322,0,0,0,0,0,0
2019,Ecuador,Yemen,ECU,YEM,96,17,0,0,0,0,0
2019,Estonia,Yemen,EST,YEM,5,0,0,0,0,0,0
2019,Ethiopia,Yemen,ETH,YEM,1926,127,0,0,0,0,0
2019,Finland,Yemen,FIN,YEM,263,57,0,0,0,0,0
2019,France,Yemen,FRA,YEM,454,62,0,0,0,0,0
2019,"United Kingdom of Great Britain and Northern Ireland",Yemen,GBR,YEM,819,290,0,0,0,0,0
2019,Georgia,Yemen,GEO,YEM,32,29,0,0,0,0,0
2019,Germany,Yemen,DEU,YEM,2629,890,0,0,0,0,0
2019,Ghana,Yemen,GHA,YEM,0,9,0,0,0,0,0
2019,Greece,Yemen,GRC,YEM,574,213,0,0,0,0,0
2019,"China, Hong Kong SAR",Yemen,HKG,YEM,11,0,0,0,0,0,0
2019,Croatia,Yemen,HRV,YEM,7,0,0,0,0,0,0
2019,Hungary,Yemen,HUN,YEM,18,0,0,0,0,0,0
2019,Iceland,Yemen,ISL,YEM,5,5,0,0,0,0,0
2019,India,Yemen,IND,YEM,5,830,0,0,0,0,0
2019,Indonesia,Yemen,IDN,YEM,85,354,0,0,0,0,0
2019,Ireland,Yemen,IRL,YEM,16,7,0,0,0,0,0
2019,Iraq,Yemen,IRQ,YEM,0,147,0,0,0,0,0
2019,Italy,Yemen,ITA,YEM,151,40,0,0,0,0,0
2019,Jordan,Yemen,JOR,YEM,715,14059,0,0,0,0,17
2019,Kenya,Yemen,KEN,YEM,60,217,0,0,0,0,0
2019,"Rep. of Korea",Yemen,KOR,YEM,682,124,0,0,0,0,0
2019,Kuwait,Yemen,KWT,YEM,5,9,0,0,0,0,0
2019,Libya,Yemen,LBY,YEM,0,47,0,0,0,0,0
2019,Lebanon,Yemen,LBN,YEM,23,124,0,0,0,0,5
2019,"Sri Lanka",Yemen,LKA,YEM,14,0,0,0,0,0,0
2019,Luxembourg,Yemen,LUX,YEM,10,5,0,0,0,0,0
2019,Madagascar,Yemen,MDG,YEM,22,9,0,0,0,0,0
2019,Mauritania,Yemen,MRT,YEM,10,37,0,0,0,0,0
2019,"Rep. of Moldova",Yemen,MDA,YEM,8,0,0,0,0,0,0
2019,Mexico,Yemen,MEX,YEM,13,30,0,0,0,0,0
2019,Malaysia,Yemen,MYS,YEM,206,3462,0,0,0,0,0
2019,Montenegro,Yemen,MNE,YEM,7,0,0,0,0,0,0
2019,Morocco,Yemen,MAR,YEM,843,0,0,0,0,0,0
2019,Malta,Yemen,MLT,YEM,0,6,0,0,0,0,0
2019,Nepal,Yemen,NPL,YEM,0,5,0,0,0,0,0
2019,"Netherlands (Kingdom of the)",Yemen,NLD,YEM,791,546,0,0,0,0,0
2019,Niger,Yemen,NER,YEM,0,5,0,0,0,0,0
2019,Norway,Yemen,NOR,YEM,219,19,0,0,0,0,0
2019,"New Zealand",Yemen,NZL,YEM,8,0,0,0,0,0,0
2019,Pakistan,Yemen,PAK,YEM,137,22,0,0,0,0,0
2019,Peru,Yemen,PER,YEM,0,54,0,0,0,0,0
2019,Philippines,Yemen,PHL,YEM,15,40,0,0,0,0,0
2019,Poland,Yemen,POL,YEM,9,0,0,0,0,0,0
2019,Portugal,Yemen,PRT,YEM,9,0,0,0,0,0,0
2019,Qatar,Yemen,QAT,YEM,5,0,0,0,0,0,0
2019,Romania,Yemen,ROU,YEM,29,0,0,0,0,0,0
2019,"South Africa",Yemen,ZAF,YEM,5,15,0,0,0,0,0
2019,"Russian Federation",Yemen,RUS,YEM,97,20,0,0,0,0,0
2019,"Saudi Arabia",Yemen,SAU,YEM,27,44,0,0,0,0,0
2019,Somalia,Yemen,SOM,YEM,13235,50,0,0,0,0,8
2019,Spain,Yemen,ESP,YEM,206,675,0,0,0,0,0
2019,"Serbia and Kosovo: S/RES/1244 (1999)",Yemen,SRB,YEM,0,10,0,0,0,0,0
2019,Sudan,Yemen,SDN,YEM,1227,452,0,0,0,0,0
2019,Slovakia,Yemen,SVK,YEM,21,0,0,0,0,0,0
2019,Slovenia,Yemen,SVN,YEM,6,0,0,0,0,0,0
2019,Sweden,Yemen,SWE,YEM,1659,193,0,0,0,0,0
2019,Switzerland,Yemen,CHE,YEM,130,12,0,0,0,0,0
2019,"Syrian Arab Rep.",Yemen,SYR,YEM,159,110,0,0,0,0,0
2019,"United Rep. of Tanzania",Yemen,TZA,YEM,5,45,0,0,0,0,6
2019,Thailand,Yemen,THA,YEM,37,0,0,0,0,0,0
2019,Tunisia,Yemen,TUN,YEM,0,31,0,0,0,0,0
2019,"United Arab Emirates",Yemen,ARE,YEM,12,50,0,0,0,0,5
2019,Uganda,Yemen,UGA,YEM,27,5,0,0,0,0,0
2019,Ukraine,Yemen,UKR,YEM,5,48,0,0,0,0,0
2019,Uruguay,Yemen,URY,YEM,0,5,0,0,0,0,0
2019,"United States of America",Yemen,USA,YEM,692,811,0,0,0,0,0
2019,Yemen,Yemen,YEM,YEM,0,0,3625716,0,0,0,0
2020,Algeria,Yemen,DZA,YEM,261,0,0,0,0,0,0
2020,Egypt,Yemen,EGY,YEM,154,9113,0,0,0,0,0
2020,Argentina,Yemen,ARG,YEM,19,5,0,0,0,0,0
2020,Armenia,Yemen,ARM,YEM,21,0,0,0,0,0,0
2020,Australia,Yemen,AUS,YEM,160,100,0,0,0,0,0
2020,Austria,Yemen,AUT,YEM,355,79,0,0,0,0,0
2020,Azerbaijan,Yemen,AZE,YEM,11,0,0,0,0,0,0
2020,Bahrain,Yemen,BHR,YEM,9,5,0,0,0,0,0
2020,Belgium,Yemen,BEL,YEM,77,200,0,0,0,0,0
2020,Benin,Yemen,BEN,YEM,14,0,0,0,0,0,0
2020,Bangladesh,Yemen,BGD,YEM,5,0,0,0,0,0,0
2020,Belarus,Yemen,BLR,YEM,28,6,0,0,0,0,0
2020,Brazil,Yemen,BRA,YEM,7,150,0,0,0,0,0
2020,"Bosnia and Herzegovina",Yemen,BIH,YEM,6,7,0,0,0,0,5
2020,Bulgaria,Yemen,BGR,YEM,15,7,0,0,0,0,0
2020,Canada,Yemen,CAN,YEM,1949,184,0,0,0,0,0
2020,Chad,Yemen,TCD,YEM,5,8,0,0,0,0,0
2020,China,Yemen,CHN,YEM,21,13,0,0,0,0,0
2020,Cameroon,Yemen,CMR,YEM,5,0,0,0,0,0,0
2020,Colombia,Yemen,COL,YEM,0,7,0,0,0,0,0
2020,Cuba,Yemen,CUB,YEM,15,0,0,0,0,0,0
2020,Cyprus,Yemen,CYP,YEM,27,20,0,0,0,0,0
2020,Czechia,Yemen,CZE,YEM,24,5,0,0,0,0,0
2020,Denmark,Yemen,DNK,YEM,7,0,0,0,0,0,0
2020,Djibouti,Yemen,DJI,YEM,5666,0,0,0,0,0,0
2020,Ecuador,Yemen,ECU,YEM,102,53,0,0,0,0,0
2020,Estonia,Yemen,EST,YEM,5,0,0,0,0,0,0
2020,Ethiopia,Yemen,ETH,YEM,2045,122,0,0,0,0,0
2020,Finland,Yemen,FIN,YEM,297,27,0,0,0,0,0
2020,France,Yemen,FRA,YEM,566,239,0,0,0,0,0
2020,"United Kingdom of Great Britain and Northern Ireland",Yemen,GBR,YEM,981,604,0,0,0,0,0
2020,Georgia,Yemen,GEO,YEM,40,18,0,0,0,0,0
2020,Germany,Yemen,DEU,YEM,3039,840,0,0,0,0,0
2020,Ghana,Yemen,GHA,YEM,7,8,0,0,0,0,0
2020,Greece,Yemen,GRC,YEM,853,47,0,0,0,0,0
2020,"China, Hong Kong SAR",Yemen,HKG,YEM,29,0,0,0,0,0,0
2020,Croatia,Yemen,HRV,YEM,7,0,0,0,0,0,0
2020,Hungary,Yemen,HUN,YEM,16,0,0,0,0,0,0
2020,Iceland,Yemen,ISL,YEM,9,0,0,0,0,0,0
2020,"Cote d'Ivoire",Yemen,CIV,YEM,5,0,0,0,0,0,0
2020,India,Yemen,IND,YEM,5,833,0,0,0,0,0
2020,Indonesia,Yemen,IDN,YEM,96,347,0,0,0,0,0
2020,Ireland,Yemen,IRL,YEM,20,6,0,0,0,0,0
2020,Iraq,Yemen,IRQ,YEM,0,165,0,0,0,0,0
2020,Italy,Yemen,ITA,YEM,0,56,0,0,0,0,0
2020,Jordan,Yemen,JOR,YEM,818,13552,0,0,0,0,18
2020,Japan,Yemen,JPN,YEM,11,0,0,0,0,0,0
2020,Kenya,Yemen,KEN,YEM,85,206,0,0,0,0,0
2020,"Rep. of Korea",Yemen,KOR,YEM,795,26,0,0,0,0,0
2020,Kuwait,Yemen,KWT,YEM,6,10,0,0,0,0,0
2020,Libya,Yemen,LBY,YEM,0,86,0,0,0,0,0
2020,Lebanon,Yemen,LBN,YEM,25,104,0,0,0,0,0
2020,"Sri Lanka",Yemen,LKA,YEM,16,0,0,0,0,0,0
2020,Luxembourg,Yemen,LUX,YEM,20,10,0,0,0,0,0
2020,Madagascar,Yemen,MDG,YEM,20,9,0,0,0,0,0
2020,Mauritania,Yemen,MRT,YEM,36,27,0,0,0,0,0
2020,"Rep. of Moldova",Yemen,MDA,YEM,8,0,0,0,0,0,0
2020,Mexico,Yemen,MEX,YEM,15,58,0,0,0,0,0
2020,Malaysia,Yemen,MYS,YEM,232,3423,0,0,0,0,0
2020,Montenegro,Yemen,MNE,YEM,7,0,0,0,0,0,0
2020,Morocco,Yemen,MAR,YEM,14,964,0,0,0,0,0
2020,Malta,Yemen,MLT,YEM,5,6,0,0,0,0,0
2020,"Netherlands (Kingdom of the)",Yemen,NLD,YEM,1392,229,0,0,0,0,0
2020,Niger,Yemen,NER,YEM,5,5,0,0,0,0,0
2020,Nigeria,Yemen,NGA,YEM,0,5,0,0,0,0,0
2020,Norway,Yemen,NOR,YEM,192,12,0,0,0,0,0
2020,"New Zealand",Yemen,NZL,YEM,8,0,0,0,0,0,0
2020,Pakistan,Yemen,PAK,YEM,137,26,0,0,0,0,0
2020,Peru,Yemen,PER,YEM,0,63,0,0,0,0,0
2020,Philippines,Yemen,PHL,YEM,30,65,0,0,0,0,0
2020,Poland,Yemen,POL,YEM,13,9,0,0,0,0,0
2020,Portugal,Yemen,PRT,YEM,9,0,0,0,0,0,0
2020,Qatar,Yemen,QAT,YEM,5,9,0,0,0,0,0
2020,Romania,Yemen,ROU,YEM,41,0,0,0,0,0,0
2020,"South Africa",Yemen,ZAF,YEM,5,10,0,0,0,0,0
2020,"Russian Federation",Yemen,RUS,YEM,88,11,0,0,0,0,0
2020,"Saudi Arabia",Yemen,SAU,YEM,26,635,0,0,0,0,0
2020,Somalia,Yemen,SOM,YEM,6371,19,0,0,0,0,0
2020,Spain,Yemen,ESP,YEM,316,410,0,0,0,0,0
2020,Sudan,Yemen,SDN,YEM,1551,386,0,0,0,0,0
2020,Slovakia,Yemen,SVK,YEM,21,0,0,0,0,0,0
2020,Slovenia,Yemen,SVN,YEM,6,0,0,0,0,0,0
2020,Sweden,Yemen,SWE,YEM,1822,83,0,0,0,0,0
2020,Switzerland,Yemen,CHE,YEM,341,5,0,0,0,0,0
2020,"Syrian Arab Rep.",Yemen,SYR,YEM,158,118,0,0,0,0,0
2020,"United Rep. of Tanzania",Yemen,TZA,YEM,9,51,0,0,0,0,0
2020,Thailand,Yemen,THA,YEM,37,5,0,0,0,0,0
2020,Tunisia,Yemen,TUN,YEM,11,28,0,0,0,0,0
2020,"United Arab Emirates",Yemen,ARE,YEM,6,50,0,0,0,0,5
2020,Uganda,Yemen,UGA,YEM,27,5,0,0,0,0,0
2020,Ukraine,Yemen,UKR,YEM,5,46,0,0,0,0,0
2020,"United States of America",Yemen,USA,YEM,705,830,0,0,0,0,0
2020,Yemen,Yemen,YEM,YEM,0,0,4002012,0,0,0,0
2021,Algeria,Yemen,DZA,YEM,267,0,0,0,0,0,0
2021,Egypt,Yemen,EGY,YEM,156,9735,0,0,0,0,0
2021,Argentina,Yemen,ARG,YEM,21,0,0,0,0,0,0
2021,Armenia,Yemen,ARM,YEM,21,0,0,0,0,0,0
2021,Australia,Yemen,AUS,YEM,181,94,0,0,0,0,0
2021,Austria,Yemen,AUT,YEM,426,177,0,0,0,0,0
2021,Azerbaijan,Yemen,AZE,YEM,10,0,0,0,0,0,0
2021,Bahrain,Yemen,BHR,YEM,9,5,0,0,0,0,0
2021,Belgium,Yemen,BEL,YEM,257,160,0,0,0,0,0
2021,Benin,Yemen,BEN,YEM,17,0,0,0,0,0,0
2021,Belarus,Yemen,BLR,YEM,32,5,0,0,0,0,0
2021,Brazil,Yemen,BRA,YEM,9,149,0,0,0,0,0
2021,Bulgaria,Yemen,BGR,YEM,23,9,0,0,0,0,0
2021,Canada,Yemen,CAN,YEM,2127,76,0,0,0,0,0
2021,Chad,Yemen,TCD,YEM,5,8,0,0,0,0,0
2021,China,Yemen,CHN,YEM,31,10,0,0,0,0,0
2021,Cameroon,Yemen,CMR,YEM,5,0,0,0,0,0,0
2021,Colombia,Yemen,COL,YEM,0,5,0,0,0,0,0
2021,Cuba,Yemen,CUB,YEM,14,0,0,0,0,0,0
2021,Cyprus,Yemen,CYP,YEM,41,28,0,0,0,0,0
2021,Czechia,Yemen,CZE,YEM,24,5,0,0,0,0,0
2021,Denmark,Yemen,DNK,YEM,7,0,0,0,0,0,0
2021,Djibouti,Yemen,DJI,YEM,6232,0,0,0,0,0,0
2021,Ecuador,Yemen,ECU,YEM,117,12,0,0,0,0,0
2021,Estonia,Yemen,EST,YEM,5,0,0,0,0,0,0
2021,Ethiopia,Yemen,ETH,YEM,2373,117,0,0,0,0,0
2021,Finland,Yemen,FIN,YEM,311,12,0,0,0,0,0
