Incident ID,Date,Time of Day,Confirmed Time,Governorate,District,Area,Actor,Type of Weapons,Target,Main category,Sub-category,Min Projectiles,Max Projectiles,Civilian Casualties,Fatalities,Woman fatalities,Child fatalities,Injured,Woman injured,Child injured
1,26/03/2015,Early-Morning,2,Capital,Bani Al-Harith,Al-Rahabah,Saudi-led Coalition,Air Raid,Al-Daylami Airbase,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,26/03/2015,Evening,20,Taiz,Al-Taiziyah,Al-Hawban ,Saudi-led Coalition,Air Raid,Tariq Air Base,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,26/03/2015,Evening,20,Taiz,Al-Taiziyah,,Saudi-led Coalition,Air Raid,Taiz Airport,Infrastructure,Transport,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,26/03/2015,Evening,20,Taiz,Salah,,Saudi-led Coalition,Air Raid,SSF Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,26/03/2015,Afternoon,15,Saada,Al-Dhaher,Al-Marwee,Saudi-led Coalition,Air Raid,Mountain,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,26/03/2015,Afternoon,15,Saada,Kitaf Wa Al-Boqe'e,Beer Zaid,Saudi-led Coalition,Air Raid,Badw Tents,Civilian,Residential Area,1.0,2,3.0,0.0,0.0,0.0,3.0,1.0,0.0
7,26/03/2015,Afternoon,15,Saada,Al-Safra'a,Al-Naqa'ah,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,26/03/2015,Afternoon,15,Saada,Majz,Dhahyan,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,26/03/2015,Afternoon,15,Saada,Sa'ada,The City,Saudi-led Coalition,Air Raid,Sa'ada Airport,Infrastructure,Transport,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,26/03/2015,Early-Morning,unkn,Saada,Haydan,Maa,Saudi-led Coalition,Air Raid,Weapons Storage,Military_Security_Target,Weapon storage,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,26/03/2015,Early-Morning,unkn,Saada,Haydan,Marran,Saudi-led Coalition,Air Raid,Houses (reportedly belonging to the Houthis leader and his realtives),Political_Tribal,Figure,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,26/03/2015,Evening,21,Lahj,Tuban,Al-Anad,Saudi-led Coalition,Air Raid,Al-Anad Airbase,Military_Security_Target,Military Site,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,26/03/2015,Early-Morning,3,Lahj,Tuban,Al-Anad,Saudi-led Coalition,Air Raid,Al-Anad Airbase,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,26/03/2015,Afternoon,unkn,Hajja,Washhah,"Samir, Shammakh mountains",Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,26/03/2015,Afternoon,unkn,Hajja,Washhah,,Saudi-led Coalition,Air Raid,Haqqah School,Educational_Facility,School,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,26/03/2015,Evening,21,Dhalie,Qatabah,Murays,Saudi-led Coalition,Air Raid,Al-Sadrayn Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,26/03/2015,Early-Morning,unkn,Saada,Al-Dhaher,Al-Malaheet,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,26/03/2015,Evening,21,Sanaa,Sanhan,Raymah Humaid,Saudi-led Coalition,Air Raid,Raymah Humaid Military Camp,Military_Security_Target,Military Site,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,26/03/2015,Evening,21,Dhalie,Al-Dhalie,The City,Saudi-led Coalition,Air Raid,33rd Armoured Brigade ,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,26/03/2015,Early-Morning,2,Capital,Bani Al-Harith,Al-Sonblah Neighbourhood,Saudi-led Coalition,Air Raid,Residential Area,Civilian,Residential Area,1.0,2,29.0,21.0,3.0,14.0,8.0,0.0,7.0
21,26/03/2015,Early-Morning,3,Capital,Al-Sab'ein,Al-Nahdain,Saudi-led Coalition,Air Raid,Presidential Palace,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,26/03/2015,Early-Morning,3,Capital,Al-Thawrah,Al-Nahdhah,Saudi-led Coalition,Air Raid,Former 1st Armoured Division,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,26/03/2015,Early-Morning,4,Sanaa,Sanhan,Raymah Humaid,Saudi-led Coalition,Air Raid,Raymah Humaid Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,26/03/2015,Early-Morning,4,Sanaa,Sanhan,Al-Sawad,Saudi-led Coalition,Air Raid,Al-Sawad Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,26/03/2015,Early-Morning,4,Sanaa,Bani Matar,Al-Sobahah,Saudi-led Coalition,Air Raid,Special Forces Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,26/03/2015,Early-Morning,2,Capital,Bani Al-Harith,Airport,Saudi-led Coalition,Air Raid,Sana'a International Airport,Infrastructure,Transport,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,26/03/2015,Afternoon,16,Sanaa,Sanhan,Al-Sawad,Saudi-led Coalition,Air Raid,Al-Sawad Military Camp,Military_Security_Target,Military Site,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,26/03/2015,Afternoon,16,Sanaa,Sanhan,Raymah Humaid,Saudi-led Coalition,Air Raid,Raymah Humaid Military Camp,Military_Security_Target,Military Site,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,26/03/2015,Evening,21,Sanaa,Arhab,Al-Farijah,Saudi-led Coalition,Air Raid,Al-Farijah Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,26/03/2015,Evening,21,Sanaa,Arhab,Al-Sama'a,Saudi-led Coalition,Air Raid,Al-Sama'a Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,26/03/2015,Evening,21,Sanaa,Hamdan,Dhila'a,Saudi-led Coalition,Air Raid,Al-Estiqbal Military Camp,Military_Security_Target,Military Site,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,26/03/2015,Evening,21,Sanaa,Bani Matar,Al-Sobahah,Saudi-led Coalition,Air Raid,Special Forces Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,26/03/2015,Afternoon,unkn,Sanaa,Arhab,Al-Sama'a,Saudi-led Coalition,Air Raid,Al-Sama'a Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,27/03/2015,Night,unkn,Sanaa,Sanhan,Al-Sawad,Saudi-led Coalition,Air Raid,48 hospital,Medical_Facility,Hospital,1.0,2,17.0,3.0,0.0,0.0,14.0,0.0,0.0
35,27/03/2015,Night,23,Abyan,Zinjibar,Wadi Hassan ,Saudi-led Coalition,Air Raid,Military Convoy,Military_Security_Target,Moving Target (weapons/fighters),1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,27/03/2015,Evening,unkn,Dhalie,Al-Dhalie,The City,Saudi-led Coalition,Air Raid,Aboud Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,27/03/2015,Evening,unkn,Dhalie,Al-Dhalie,Al-Jarba'a,Saudi-led Coalition,Air Raid,Al-Jarba'a Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,27/03/2015,Evening,unkn,Dhalie,Qatabah,Murays,Saudi-led Coalition,Air Raid,Al-Sadrayn Military Camp,Military_Security_Target,Military Site,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,27/03/2015,Early-Morning,4,Hudaydah,Al-Salif,Al-Salif port,Saudi-led Coalition,Air Raid,Air Defence Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,27/03/2015,Early-Morning,4,Marib,Marib,Safer,Saudi-led Coalition,Air Raid,49 Air Defence Battalion,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,27/03/2015,Early-Morning,4,Saada,Kitaf Wa Al-Boqe'e,,Saudi-led Coalition,Air Raid,131st Infantry Brigade,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,27/03/2015,Afternoon,unkn,Marib,Marib,Safer,Saudi-led Coalition,Air Raid,Air Defence Military Site located near the Safer Oil Facility,Military_Security_Target,Military Site,1.0,2,5.0,5.0,0.0,0.0,0.0,0.0,0.0
43,27/03/2015,Early-Morning,2,Saada,Shada'a,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,27/03/2015,Morning,unkn,Saada,Kitaf Wa Al-Boqe'e,Al-Boqe'e,Saudi-led Coalition,Air Raid,Al-Boqe'e Market,Civilian,Market place,1.0,2,20.0,8.0,0.0,0.0,12.0,0.0,0.0
45,27/03/2015,Midday,unkn,Saada,Majz,Dhahyan,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,27/03/2015,Midday,unkn,Saada,Kitaf Wa Al-Boqe'e,Al-Salim,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,27/03/2015,Afternoon,17,Saada,Monabbih,Ozlat Al-Maswad,Saudi-led Coalition,Air Raid,Civilian's house,Civilian,Residential Area,1.0,2,6.0,1.0,1.0,0.0,5.0,0.0,0.0
48,27/03/2015,Midday,unkn,Marib,Majzar,Mas ,Saudi-led Coalition,Air Raid,Mas Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,27/03/2015,Evening,8,Sanaa,Arhab,Al-Sama'a,Saudi-led Coalition,Air Raid,Al-Sama'a Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,27/03/2015,Night,22,Hudaydah,Al-Salif,,Saudi-led Coalition,Air Raid,Al-Salif port,Infrastructure,Transport,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,27/03/2015,Evening,19,Sanaa,Bani Matar,Al-Sobahah,Saudi-led Coalition,Air Raid,Special Forces Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,27/03/2015,Early-Morning,unkn,Capital,Al-Thawrah,Al-Nahdhah,Saudi-led Coalition,Air Raid,Former 1st Armoured Division,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,27/03/2015,Early-Morning,unkn,Capital,Al-Sab'ein,Al-Nahdain,Saudi-led Coalition,Air Raid,Presidential Palace,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,27/03/2015,Morning,9,Capital,Ma'ain,Al-Sunainah,Saudi-led Coalition,Air Raid,Aviation College,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,27/03/2015,Evening,7,Capital,Bani Al-Harith,Airport,Saudi-led Coalition,Air Raid,Sana'a International Airport,Infrastructure,Transport,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,27/03/2015,Evening,20,Capital,Ma'ain,Al-Sunainah,Saudi-led Coalition,Air Raid,Aviation College,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,27/03/2015,Evening,8,Capital,Al-Sab'ein,Al-Nahdain,Saudi-led Coalition,Air Raid,Presidential Palace,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,27/03/2015,Early-Morning,2,Sanaa,Bani Matar,Faj Attan,Saudi-led Coalition,Air Raid,Missiles Brigade Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,27/03/2015,Early-Morning,unkn,Capital,Bani Al-Harith,Al-Rahabah,Saudi-led Coalition,Air Raid,Al-Daylami Airbase,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,27/03/2015,Evening,20,Sanaa,Sanhan,Al-Sawad,Saudi-led Coalition,Air Raid,Al-Sawad Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,27/03/2015,Early-Morning,unkn,Sanaa,Bani Hushaysh,Al-Khorafi,Saudi-led Coalition,Air Raid,Al-Khorafi Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,27/03/2015,Early-Morning,unkn,Sanaa,Sanhan,Al-Sawad,Saudi-led Coalition,Air Raid,Al-Sawad Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,27/03/2015,Early-Morning,unkn,Sanaa,Bani Matar,Al-Nabi Shu'ayb mountain,Saudi-led Coalition,Air Raid,Radars Centre,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,27/03/2015,Early-Morning,unkn,Sanaa,Arhab,Al-Sama'a,Saudi-led Coalition,Air Raid,Al-Sama'a Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,27/03/2015,Early-Morning,unkn,Sanaa,Sanhan,Raymah Humaid,Saudi-led Coalition,Air Raid,Raymah Humaid Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,27/03/2015,Evening,19,Sanaa,Bani Matar,Faj Attan,Saudi-led Coalition,Air Raid,Missiles Brigade Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,27/03/2015,Early-Morning,2,Sanaa,Bani Matar,Al-Sobahah,Saudi-led Coalition,Air Raid,Special Forces Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,28/03/2015,Evening,unkn,Hudaydah,Al-Hudaydah City,Al-Damghah Neighbourhood,Saudi-led Coalition,Air Raid,Residential Area,Civilian,Residential Area,1.0,2,30.0,0.0,0.0,0.0,30.0,12.0,13.0
69,28/03/2015,Evening,unkn,Hudaydah,Bajil,Kilo 7,Saudi-led Coalition,Air Raid,Coastal Defence Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,28/03/2015,Midday,unkn,Jawf,Al-Ghayl,,Saudi-led Coalition,Air Raid,House (reportedly belonging to an Islah leader Al-Hasan Abkar),Political_Tribal,Figure,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,28/03/2015,Early-Morning,unkn,Marib,Marib,The City,Saudi-led Coalition,Air Raid,180th Air Defence Military Camp Radars,Military_Security_Target,Military Site,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,28/03/2015,Afternoon,17,Marib,Marib,Sahn Al-Jin,Saudi-led Coalition,Air Raid,14th Armoured Brigade,Military_Security_Target,Military Site,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,28/03/2015,Unknown,unkn,Saada,Sa'ada,Qahzah,Saudi-led Coalition,Air Raid,Al-Saifi Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,28/03/2015,Afternoon,13,Saada,Sa'ada,The City,Saudi-led Coalition,Air Raid,School ,Educational_facility,School,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,28/03/2015,Night,24,Saada,Sa'ada,,Saudi-led Coalition,Air Raid,1st Artillery Brigade,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,28/03/2015,Afternoon,16,Saada,Sa'ada,,Saudi-led Coalition,Air Raid,Central jail ,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,28/03/2015,Afternoon,16,Saada,Sa'ada,,Saudi-led Coalition,Air Raid,Yemeni Gas Company,Infrastructure,Gov. compounds,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,28/03/2015,Evening,unkn,Saada,Sa'ada,Qahzah,Saudi-led Coalition,Air Raid,Al-Saifi Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,28/03/2015,Evening,unkn,Saada,Saqain,Al-Sha'af,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,28/03/2015,Night,23,Saada,Sa'ada,Kahlan,Saudi-led Coalition,Air Raid,Kahlan Military Camp,Military_Security_Target,Military Site,1.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,28/03/2015,Evening,20,Hudaydah,Al-Durayhimi,Al-Jabbanah,Saudi-led Coalition,Air Raid,Military Airport,Military_Security_Target,Military Site,1.0,2,21.0,1.0,0.0,0.0,20.0,0.0,0.0
82,28/03/2015,Afternoon,13,Saada,Sa'ada,The City,Saudi-led Coalition,Air Raid,Electricity station,Economic_infrastructure,Water & Electricity,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,28/03/2015,Evening,unkn,Saada,Al-Dhaher,Al-Malaheet,Saudi-led Coalition,Air Raid,105th Infantry Brigade (Al-Kamb Military Camp),Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,28/03/2015,Night,unkn,Hajja,Abs,,Saudi-led Coalition,Air Raid,25th Mechanized Infantry Brigade,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,28/03/2015,Early-Morning,1,Dhamar,Mayfa'at Ans,Samah,Saudi-led Coalition,Air Raid,Samah Mlitary Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,28/03/2015,Evening,19,Hudaydah,Al-Durayhimi,Al-Jabbanah,Saudi-led Coalition,Air Raid,Al-Hudaydah Airport,Infrastructure,Transport,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,28/03/2015,Early-Morning,3,Capital,Azal,Noqom,Saudi-led Coalition,Air Raid,Weapons Storage,Military_Security_Target,Weapon storage,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,28/03/2015,Early-Morning,3,Capital,Al-Wahdah,Hadda,Saudi-led Coalition,Air Raid,Residence of former Presiden Ali Abdullah Saleh,Political_Tribal,Figure,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,28/03/2015,Early-Morning,4,Capital,Bani Al-Harith,Al-Rahabah,Saudi-led Coalition,Air Raid,Al-Daylami Airbase,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,28/03/2015,Evening,19,Capital,Al-Thawrah,Al-Nahdhah,Saudi-led Coalition,Air Raid,Former 1st Armoured Division,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,28/03/2015,Evening,24,Capital,Bani Al-Harith,Al-Rahabah,Saudi-led Coalition,Air Raid,Al-Daylami Airbase,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,28/03/2015,Evening,unkn,Capital,Al-Sab'ein,Al-Nahdain,Saudi-led Coalition,Air Raid,Al-Nahdain Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,28/03/2015,Early-Morning,unkn,Capital,Ma'ain,Al-Sunainah,Saudi-led Coalition,Air Raid,Aviation College,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,28/03/2015,Evening,19,Sanaa,Bani Matar,Faj Attan,Saudi-led Coalition,Air Raid,Missiles Brigade Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,28/03/2015,Evening,19,Sanaa,Sanhan,Al-Sawad,Saudi-led Coalition,Air Raid,Al-Sawad Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,28/03/2015,Evening,19,Sanaa,Arhab,Al-Sama'a,Saudi-led Coalition,Air Raid,Al-Sama'a Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,28/03/2015,Afternoon,23,Abyan,Khanfir,Shaqrah,Saudi-led Coalition,Air Raid,115th Infantry Brigade,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,28/03/2015,Evening,unkn,Abyan,Zinjibar,Wadi Hassan ,Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,28/03/2015,Afternoon,17,Amran,Qaflah Odhr,,Saudi-led Coalition,Air Raid,Al-Qashlah Military Camp,Military_Security_Target,Military Site,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,28/03/2015,Early-Morning,2,Sanaa,Bani Matar,Faj Attan,Saudi-led Coalition,Air Raid,Missiles Brigade Camp,Military_Security_Target,Military Site,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,29/03/2015,Midday,unkn,Saada,Razih,,Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,29/03/2015,Evening,unkn,Marib,Marib,East of Marib City,Saudi-led Coalition,Air Raid,Military Sites,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,29/03/2015,Evening,21,Marib,Marib,Sahn Al-Jin,Saudi-led Coalition,Air Raid,Detecting Radars,Military_Security_Target,Military Site,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,29/03/2015,Evening,21,Marib,Marib,Third Military  region HQ,Saudi-led Coalition,Air Raid,Air Defence Battalion,Military_Security_Target,Military Site,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,29/03/2015,Midday,unkn,Saada,Baqim,"Ma'ali, Mara'a, Abwab Al-Hadeed",Saudi-led Coalition,Air Raid,Residential Area,Civilian,Residential Area,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,29/03/2015,Midday,unkn,Saada,Sihar,Al-Mahadher,Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,29/03/2015,Midday,unkn,Saada,Saqain,"Qarhid, Khamees Al-Mihwar",Saudi-led Coalition,Air Raid,Residential Area,Civilian,Residential Area,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,29/03/2015,Midday,unkn,Jawf,Khab Wa Al-Sha'af,Habash Mountain,Saudi-led Coalition,Air Raid,Telecommunications Towers,Infrastructure,Communication,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,29/03/2015,Unknown,unkn,Saada,Sa'ada,The City,Saudi-led Coalition,Air Raid,Cultural Centre,Infrastructure,Gov. Compounds,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,29/03/2015,Unknown,unkn,Saada,Sa'ada,The City,Saudi-led Coalition,Air Raid,Al-Ibbi House,Civilian,Residential Area,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,29/03/2015,Evening,18,Saada,Haydan,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,29/03/2015,Midday,unkn,Shabwa,Bayhan,Aqabat Al-Qandha'a,Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,29/03/2015,Midday,unkn,Taiz,Sabir Al-Mawadim,Al-Aroos Mountain,Saudi-led Coalition,Air Raid,Al-Arous Military Camp,Military_Security_Target,Military Site,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,29/03/2015,Evening,20,Taiz,Al-Mukha,Al-Mukha Port,Saudi-led Coalition,Air Raid,Air Defence Military Sites,Military_Security_Target,Military Site,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,29/03/2015,Evening,18,Saada,Sa'ada,The City,Saudi-led Coalition,Air Raid,Sa'ada Airport,Infrastructure,Transport,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,29/03/2015,Evening,21,Hudaydah,Al-Durayhimi,Al-Jabbanah,Saudi-led Coalition,Air Raid,Air Defence Military Camp,Military_Security_Target,Military Site,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,29/03/2015,Evening,20,Sanaa,Bani Matar,Faj Attan,Saudi-led Coalition,Air Raid,Missiles Brigade Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,29/03/2015,Evening,21,Hudaydah,Al-Mina,,Saudi-led Coalition,Air Raid,Naval Collage,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,29/03/2015,Early-Morning,1,Capital,Bani Al-Harith,Al-Rahabah,Saudi-led Coalition,Air Raid,Al-Daylami Airbase,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,29/03/2015,Early-Morning,unkn,Capital,Bani Al-Harith,Al-Rahabah,Saudi-led Coalition,Air Raid,Sana'a International Airport,Infrastructure,Transport,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,29/03/2015,Evening,20,Capital,Al-Thawrah,Al-Nahdhah,Saudi-led Coalition,Air Raid,Former 1st Armoured Division,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,29/03/2015,Evening,20,Capital,Bani Al-Harith,Al-Rahabah,Saudi-led Coalition,Air Raid,Al-Daylami Airbase,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,29/03/2015,Evening,21,Capital,Al-Sab'ein,Al-Nahdain,Saudi-led Coalition,Air Raid,Presidential Palace,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,29/03/2015,Evening,21,Capital,Al-Sab'ein,Al-Nahdain,Saudi-led Coalition,Air Raid,Al-Nahdain Military Camp,Military_Security_Target,Military Site,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
