Incident ID,Date,Time of Day,Confirmed Time,Governorate,District,Area,Actor,Type of Weapons,Target,Main category,Sub-category,Min Projectiles,Max Projectiles,Civilian Casualties,Fatalities,Woman fatalities,Child fatalities,Injured,Woman injured,Child injured
21464,03/07/2020,Night,24,Marib,Al-Abdiyah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21465,03/07/2020,Night,22,Marib,Majzar,Salb,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21466,03/07/2020,Evening,18,Saada,Majz,Bani Swaid ,Saudi-led Coalition,Air Raid,Telecommunications networks,Infrastructure,Communication,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21467,03/07/2020,Evening,18,Marib,Al-Abdiyah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21468,03/07/2020,Night,24,Marib,Mahliyah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21469,03/07/2020,Evening,18,Marib,Majzar,Salb,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21470,03/07/2020,Evening,18,Marib,Sirwah,Najd Al Ataq,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21471,03/07/2020,Evening,18,Hajja,Harad,Harad city,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21472,03/07/2020,Evening,18,Bayda,Al-Sawadiyah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21473,03/07/2020,Early-Morning,3,Marib,Majzar,Salb,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21474,03/07/2020,Early-Morning,3,Jawf,Al-Hazm,,Saudi-led Coalition,Air Raid,Residential areas,Civilian,Residential area,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21475,03/07/2020,Evening,18,Marib,Mahliyah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21476,04/07/2020,Unknown,unkn,Marib,Majzar,,Saudi-led Coalition,Air Raid,Anti-Houthi groups,Military_Security_Target,Forces,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21477,04/07/2020,Unknown,unkn,Marib,Majzar,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21478,04/07/2020,Evening,20,Marib,Al-Abdiyah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21479,04/07/2020,Evening,20,Marib,Mahliyah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21480,05/07/2020,Unknown,unkn,Bayda,Radman,Qaniyah,Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21481,05/07/2020,Evening,20,Marib,Majzar,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21482,05/07/2020,Evening,20,Marib,Al-Abdiyah,,Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21483,05/07/2020,Unknown,unkn,Marib,Al-Abdiyah,,Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21484,05/07/2020,Evening,18,Bayda,Al-Sawadiyah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21485,05/07/2020,Afternoon,17,Hajja,Harad,Al Mazraq,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21486,05/07/2020,Unknown,unkn,Marib,Majzar,,Saudi-led Coalition,Air Raid,Residential areas,Civilian,Residential area,1.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21487,05/07/2020,Afternoon,17,Hajja,Midi,At Tinah,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21488,05/07/2020,Afternoon,17,Hajja,Harad,,Saudi-led Coalition,Air Raid,The customs,Infrastructure,Gov. Compounds,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21489,05/07/2020,Midday,12,Saada,Majz,Bani Swaid ,Saudi-led Coalition,Air Raid,Telecommunications networks,Infrastructure,Communication,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21490,05/07/2020,Evening,18,Jawf,Khab Wa Al-Sha'af,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21491,06/07/2020,Unknown,unkn,Marib,Medghal Al-Jeda'an,,Saudi-led Coalition,Air Raid,Residential areas,Civilian,Residential area,1.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21492,06/07/2020,Unknown,unkn,Marib,Majzar,Mas,Saudi-led Coalition,Air Raid,Mas military camp,Military_Security_Target,Military site,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21493,06/07/2020,Night,23,Marib,Sirwah,Najd Al Ataq,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21494,06/07/2020,Night,23,Jawf,Al-Hazm,Jabal Al Aqshaa,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21495,06/07/2020,Evening,20,Bayda,Nati',,Saudi-led Coalition,Air Raid,Residential areas,Civilian,Residential area,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21496,06/07/2020,Unknown,unkn,Marib,Majzar,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21497,06/07/2020,Unknown,unkn,Marib,Marib,Sahn Al Jin,Saudi-led Coalition,Air Raid,Third military region,Military_Security_Target,Military site,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21498,06/07/2020,Afternoon,15,Saada,Shada'a,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21499,06/07/2020,Unknown,unkn,Marib,Al-Abdiyah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21500,07/07/2020,Night,23,Marib,Majzar,Salb,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21501,07/07/2020,Night,23,Marib,Sirwah,Najd Al Ataq ,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21502,07/07/2020,Night,24,Marib,Mahliyah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21503,07/07/2020,Evening,19,Marib,Majzar,Salb,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21504,07/07/2020,Evening,20,Bayda,Al-Sawadiyah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21505,07/07/2020,Evening,20,Bayda,Nati',,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21506,07/07/2020,Night,24,Marib,Al-Abdiyah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21507,07/07/2020,Evening,20,Bayda,Al-Qurayshiyah,Qaifah,Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21508,07/07/2020,Evening,19,Marib,Sirwah,Najd Al Ataq ,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21509,07/07/2020,Evening,18,Hajja,Harad,Al Mazraq,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21510,07/07/2020,Morning,6,Jawf,Al-Hazm,Jabal Al Aqshaa,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21511,07/07/2020,Evening,19,Jawf,Al-Hazm,Al-Aqsha�a and Al-Khasaf,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21512,08/07/2020,Evening,19,Marib,Majzar,,Saudi-led Coalition,Air Raid,Residential areas,Civilian,Residential area,1.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21513,08/07/2020,Evening,19,Jawf,Khab Wa Al-Sha'af,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21514,09/07/2020,Unknown,unkn,Marib,Majzar,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21515,09/07/2020,Night,23,Saada,Kitaf Wa Al-Boqe'e,Wadi Al Abu Jabarh,Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21516,09/07/2020,Evening,19,Bayda,Nati',,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21517,09/07/2020,Evening,19,Marib,Al-Abdiyah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21518,09/07/2020,Unknown,unkn,Sanaa,Nihm,,Saudi-led Coalition,Air Raid,Pro-Houthi military vehicles,Military_Security_Target,Moving Target (weapons/fighters),1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21519,09/07/2020,Evening,20,Jawf,Khab Wa Al-Sha'af,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21520,09/07/2020,Midday,12,Saada,Al-Dhaher,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21521,09/07/2020,Early-Morning,3,Hudaydah,Al-Salif,,Saudi-led Coalition,Air Raid,Pro-Houthi WBIEDs,Military_Security_Target,Other-Military,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21522,09/07/2020,Unknown,unkn,Marib,Sirwah, Najd Al-Ataq,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21523,10/07/2020,Unknown,unkn,Bayda,Radman,Qaniyah,Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21524,10/07/2020,Night,23,Saada,Shada'a,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21525,10/07/2020,Night,23,Saada,Al-Dhaher,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21526,10/07/2020,Evening,20,Sanaa,Khawlan,Al Aroush,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21527,10/07/2020,Unknown,unkn,Marib,Majzar,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21528,10/07/2020,Unknown,unkn,Marib,Sirwah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21529,10/07/2020,Evening,20,Jawf,Al-Hazm,Al Aqshaa,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21530,10/07/2020,Early-Morning,1,Jawf,Al-Hazm,Al Aqshaa,Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21531,10/07/2020,Early-Morning,1,Marib,Majzar,Salb,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21532,10/07/2020,Evening,20,Marib,Medghal Al-Jeda'an,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21533,11/07/2020,Midday,12,Saada,Shada'a,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21534,11/07/2020,Midday,12,Saada,Haydan,Marran,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21535,11/07/2020,Midday,12,Saada,Al-Dhaher,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21536,11/07/2020,Evening,21,Sanaa,Khawlan,Al Watadah,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21537,11/07/2020,Unknown,unkn,Marib,Majzar,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21538,11/07/2020,Evening,20,Marib,Sirwah,Najd Al Ataq ,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21539,12/07/2020,Unknown,unkn,Marib,Al-Abdiyah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21540,12/07/2020,Unknown,unkn,Marib,Majzar,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21541,12/07/2020,Unknown,unkn,Marib,Sirwah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21542,12/07/2020,Evening,21,Jawf,Khab Wa Al-Sha'af,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21543,12/07/2020,Evening,21,Amran,Harf Sufyan,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21544,12/07/2020,Afternoon,17,Saada,Kitaf Wa Al-Boqe'e,Al Buqa,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21545,12/07/2020,Midday,14,Hajja,Washhah,,Saudi-led Coalition,Air Raid,Civilian's house,Civilian,Residential area,1.0,1,13.0,9.0,2.0,7.0,4.0,2.0,2.0
21546,12/07/2020,Early-Morning,5,Saada,Shada'a,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21547,12/07/2020,Early-Morning,5,Saada,Al-Dhaher,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21548,12/07/2020,Evening,18,Hajja,Harad,Harad city,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21549,13/07/2020,Unknown,unkn,Bayda,Radman,Qaniyah,Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21550,13/07/2020,Evening,19,Hajja,Abs,Bani Hasan,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21551,13/07/2020,Evening,21,Jawf,Khab Wa Al-Sha'af,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21552,13/07/2020,Unknown,unkn,Marib,Majzar,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21553,13/07/2020,Unknown,unkn,Marib,Mahliyah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21554,13/07/2020,Unknown,unkn,Jawf,Al-Abdiyah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21555,13/07/2020,Unknown,unkn,Bayda,Nati',,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21556,14/07/2020,Night,22,Saada,Kitaf Wa Al-Boqe'e,Al Far,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21557,14/07/2020,Unknown,unkn,Marib,Medghal Al-Jeda'an,,Saudi-led Coalition,Air Raid,Residential areas,Civilian,Residential area,1.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21558,14/07/2020,Unknown,unkn,Marib,Majzar,,Saudi-led Coalition,Air Raid,Residential areas,Civilian,Residential area,1.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21559,14/07/2020,Evening,21,Jawf,Khab Wa Al-Sha'af,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21560,15/07/2020,Morning,6,Jawf,Al-Hazm,Al Aqshaa,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21561,15/07/2020,Morning,10,Jawf,Al-Hazm,Al Musaafah Al Maraziq,Saudi-led Coalition,Air Raid,Women gathering event,Civilian,Social gathering,1.0,1,31.0,24.0,2.0,6.0,7.0,2.0,5.0
21562,15/07/2020,Afternoon,16,Saada,Kitaf Wa Al-Boqe'e,Al Buqa,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21563,15/07/2020,Evening,18,Hajja,Hayran,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21564,15/07/2020,Evening,18,Marib,Majzar,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21565,15/07/2020,Evening,19,Saada,Kitaf Wa Al-Boqe'e,Al Buqa,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21566,15/07/2020,Unknown,unkn,Saada,Kitaf Wa Al-Boqe'e,Ar Rashahah,Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21567,15/07/2020,Evening,18,Hajja,Harad,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21568,16/07/2020,Unknown,unkn,Sanaa,Nihm,Salb mountain ,Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21569,16/07/2020,Evening,18,Marib,Majzar,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21570,16/07/2020,Early-Morning,1,Bayda,Nati',,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21571,16/07/2020,Early-Morning,1,Marib,Sirwah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21572,16/07/2020,Afternoon,17,Hajja,Harad,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21573,17/07/2020,Unknown,unkn,Marib,Sirwah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21574,17/07/2020,Evening,19,Bayda,Nati',,Saudi-led Coalition,Air Raid,Residential area,Civilian,Residential area,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21575,17/07/2020,Evening,19,Hajja,Harad,Harad city,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21576,17/07/2020,Evening,19,Jawf,Khab Wa Al-Sha'af,Al Labanat,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21577,17/07/2020,Unknown,unkn,Marib,Majzar,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21578,17/07/2020,Unknown,unkn,Marib,Al-Abdiyah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21579,18/07/2020,Evening,20,Marib,Sirwah,Najd Al Ataq,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21580,18/07/2020,Midday,12,Bayda,Nati',,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21581,18/07/2020,Midday,12,Bayda,Al-Sawadiyah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21582,18/07/2020,Evening,20,Marib,Majzar,As Salb,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21583,19/07/2020,Unknown,unkn,Marib,Majzar,As Salb,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21584,19/07/2020,Evening,20,Hajja,Midi,At Tinah,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21585,19/07/2020,Midday,14,Hajja,Abs,Al Jar,Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21586,19/07/2020,Night,22,Bayda,Nati',,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21587,19/07/2020,Unknown,unkn,Marib,Sirwah,Najd Al Ataq,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21588,19/07/2020,Midday,14,Hajja,Abs,Al Jar,Saudi-led Coalition,Air Raid,Farms,Economic_Infrastructure,Farms,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21589,20/07/2020,Evening,20,Marib,Sirwah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21590,20/07/2020,Night,24,Saada,Kitaf Wa Al-Boqe'e,As Sawah,Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21591,20/07/2020,Evening,20,Jawf,Al-Hazm,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21592,20/07/2020,Unknown,unkn,Sanaa,Nihm,Najd Al Ataq,Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21593,20/07/2020,Evening,20,Marib,Majzar,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21594,21/07/2020,Midday,14,Marib,Sirwah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21595,21/07/2020,Evening,20,Marib,Majzar,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21596,21/07/2020,Unknown,Unkn,Bayda,Radman,Qaniyah,Saudi-led Coalition,Air Raid,Pro-Houthi positions,Military_Security_Target,Forces,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21597,21/07/2020,Evening,20,Marib,Harib,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21598,21/07/2020,Evening,21,Marib,Sirwah,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21599,22/07/2020,Afternoon,17,Saada,Majz,Takhyah,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21600,22/07/2020,Afternoon,17,Saada,Baqim,,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21601,22/07/2020,Evening,18,Hajja,Harad,Al Mazraq,Saudi-led Coalition,Air Raid,Unknown,Unknown,Unknown,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
